id,country_ID,country,region,year,month,taric,type,eur,tons,eur_kg,eur_raw,tons_raw
044_121410_2012_8,044,Gibraltar,Mediterranean Europe,2012,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2012_9,044,Gibraltar,Mediterranean Europe,2012,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2012_10,044,Gibraltar,Mediterranean Europe,2012,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2012_11,044,Gibraltar,Mediterranean Europe,2012,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2012_12,044,Gibraltar,Mediterranean Europe,2012,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_1,044,Gibraltar,Mediterranean Europe,2013,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_2,044,Gibraltar,Mediterranean Europe,2013,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_3,044,Gibraltar,Mediterranean Europe,2013,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_4,044,Gibraltar,Mediterranean Europe,2013,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_5,044,Gibraltar,Mediterranean Europe,2013,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_6,044,Gibraltar,Mediterranean Europe,2013,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_7,044,Gibraltar,Mediterranean Europe,2013,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_8,044,Gibraltar,Mediterranean Europe,2013,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_9,044,Gibraltar,Mediterranean Europe,2013,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_10,044,Gibraltar,Mediterranean Europe,2013,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_11,044,Gibraltar,Mediterranean Europe,2013,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2013_12,044,Gibraltar,Mediterranean Europe,2013,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_1,044,Gibraltar,Mediterranean Europe,2014,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_2,044,Gibraltar,Mediterranean Europe,2014,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_3,044,Gibraltar,Mediterranean Europe,2014,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_4,044,Gibraltar,Mediterranean Europe,2014,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_5,044,Gibraltar,Mediterranean Europe,2014,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_6,044,Gibraltar,Mediterranean Europe,2014,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_7,044,Gibraltar,Mediterranean Europe,2014,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_8,044,Gibraltar,Mediterranean Europe,2014,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_9,044,Gibraltar,Mediterranean Europe,2014,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_10,044,Gibraltar,Mediterranean Europe,2014,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_11,044,Gibraltar,Mediterranean Europe,2014,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2014_12,044,Gibraltar,Mediterranean Europe,2014,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_1,044,Gibraltar,Mediterranean Europe,2015,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_2,044,Gibraltar,Mediterranean Europe,2015,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_3,044,Gibraltar,Mediterranean Europe,2015,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_4,044,Gibraltar,Mediterranean Europe,2015,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_5,044,Gibraltar,Mediterranean Europe,2015,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_6,044,Gibraltar,Mediterranean Europe,2015,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_7,044,Gibraltar,Mediterranean Europe,2015,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_8,044,Gibraltar,Mediterranean Europe,2015,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_9,044,Gibraltar,Mediterranean Europe,2015,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_10,044,Gibraltar,Mediterranean Europe,2015,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_11,044,Gibraltar,Mediterranean Europe,2015,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2015_12,044,Gibraltar,Mediterranean Europe,2015,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_1,044,Gibraltar,Mediterranean Europe,2016,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_2,044,Gibraltar,Mediterranean Europe,2016,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_3,044,Gibraltar,Mediterranean Europe,2016,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_4,044,Gibraltar,Mediterranean Europe,2016,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_5,044,Gibraltar,Mediterranean Europe,2016,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_6,044,Gibraltar,Mediterranean Europe,2016,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_7,044,Gibraltar,Mediterranean Europe,2016,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_8,044,Gibraltar,Mediterranean Europe,2016,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_9,044,Gibraltar,Mediterranean Europe,2016,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_10,044,Gibraltar,Mediterranean Europe,2016,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_11,044,Gibraltar,Mediterranean Europe,2016,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2016_12,044,Gibraltar,Mediterranean Europe,2016,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_1,044,Gibraltar,Mediterranean Europe,2017,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_2,044,Gibraltar,Mediterranean Europe,2017,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_3,044,Gibraltar,Mediterranean Europe,2017,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_4,044,Gibraltar,Mediterranean Europe,2017,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_5,044,Gibraltar,Mediterranean Europe,2017,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_6,044,Gibraltar,Mediterranean Europe,2017,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_7,044,Gibraltar,Mediterranean Europe,2017,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_8,044,Gibraltar,Mediterranean Europe,2017,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_9,044,Gibraltar,Mediterranean Europe,2017,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_10,044,Gibraltar,Mediterranean Europe,2017,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_11,044,Gibraltar,Mediterranean Europe,2017,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2017_12,044,Gibraltar,Mediterranean Europe,2017,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_1,044,Gibraltar,Mediterranean Europe,2021,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_2,044,Gibraltar,Mediterranean Europe,2021,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_3,044,Gibraltar,Mediterranean Europe,2021,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_4,044,Gibraltar,Mediterranean Europe,2021,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_5,044,Gibraltar,Mediterranean Europe,2021,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_6,044,Gibraltar,Mediterranean Europe,2021,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_7,044,Gibraltar,Mediterranean Europe,2021,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_8,044,Gibraltar,Mediterranean Europe,2021,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_9,044,Gibraltar,Mediterranean Europe,2021,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_10,044,Gibraltar,Mediterranean Europe,2021,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_11,044,Gibraltar,Mediterranean Europe,2021,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2021_12,044,Gibraltar,Mediterranean Europe,2021,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_1,044,Gibraltar,Mediterranean Europe,2022,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_2,044,Gibraltar,Mediterranean Europe,2022,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_3,044,Gibraltar,Mediterranean Europe,2022,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_4,044,Gibraltar,Mediterranean Europe,2022,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_5,044,Gibraltar,Mediterranean Europe,2022,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_6,044,Gibraltar,Mediterranean Europe,2022,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_7,044,Gibraltar,Mediterranean Europe,2022,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_8,044,Gibraltar,Mediterranean Europe,2022,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_9,044,Gibraltar,Mediterranean Europe,2022,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_10,044,Gibraltar,Mediterranean Europe,2022,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_11,044,Gibraltar,Mediterranean Europe,2022,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2022_12,044,Gibraltar,Mediterranean Europe,2022,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_1,044,Gibraltar,Mediterranean Europe,2023,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_2,044,Gibraltar,Mediterranean Europe,2023,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_3,044,Gibraltar,Mediterranean Europe,2023,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_4,044,Gibraltar,Mediterranean Europe,2023,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_5,044,Gibraltar,Mediterranean Europe,2023,5,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_6,044,Gibraltar,Mediterranean Europe,2023,6,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_7,044,Gibraltar,Mediterranean Europe,2023,7,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_8,044,Gibraltar,Mediterranean Europe,2023,8,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_9,044,Gibraltar,Mediterranean Europe,2023,9,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_10,044,Gibraltar,Mediterranean Europe,2023,10,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_11,044,Gibraltar,Mediterranean Europe,2023,11,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2023_12,044,Gibraltar,Mediterranean Europe,2023,12,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2024_1,044,Gibraltar,Mediterranean Europe,2024,1,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2024_2,044,Gibraltar,Mediterranean Europe,2024,2,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2024_3,044,Gibraltar,Mediterranean Europe,2024,3,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_121410_2024_4,044,Gibraltar,Mediterranean Europe,2024,4,121410.0,Harina y pellets de alfalfa,0.0,0.0,,0.0,0.0
044_12149090_2003_1,044,Gibraltar,Mediterranean Europe,2003,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2003_2,044,Gibraltar,Mediterranean Europe,2003,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.15,0.2,0.75,0.15,0.02
044_12149090_2003_3,044,Gibraltar,Mediterranean Europe,2003,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2003_4,044,Gibraltar,Mediterranean Europe,2003,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2003_5,044,Gibraltar,Mediterranean Europe,2003,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2003_6,044,Gibraltar,Mediterranean Europe,2003,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2003_7,044,Gibraltar,Mediterranean Europe,2003,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.01,2.0,0.02,0.01
044_12149090_2003_8,044,Gibraltar,Mediterranean Europe,2003,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2003_9,044,Gibraltar,Mediterranean Europe,2003,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2003_10,044,Gibraltar,Mediterranean Europe,2003,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.04,0.02,2.0,0.04,0.02
044_12149090_2003_11,044,Gibraltar,Mediterranean Europe,2003,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2003_12,044,Gibraltar,Mediterranean Europe,2003,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2004_1,044,Gibraltar,Mediterranean Europe,2004,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2004_2,044,Gibraltar,Mediterranean Europe,2004,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2004_3,044,Gibraltar,Mediterranean Europe,2004,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.03,1.0,0.03,0.03
044_12149090_2004_4,044,Gibraltar,Mediterranean Europe,2004,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2004_5,044,Gibraltar,Mediterranean Europe,2004,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2004_6,044,Gibraltar,Mediterranean Europe,2004,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2004_7,044,Gibraltar,Mediterranean Europe,2004,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2004_8,044,Gibraltar,Mediterranean Europe,2004,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.04,0.02,2.0,0.04,0.02
044_12149090_2004_9,044,Gibraltar,Mediterranean Europe,2004,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2004_10,044,Gibraltar,Mediterranean Europe,2004,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2004_11,044,Gibraltar,Mediterranean Europe,2004,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2004_12,044,Gibraltar,Mediterranean Europe,2004,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.02,0.0
044_12149090_2005_1,044,Gibraltar,Mediterranean Europe,2005,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2005_2,044,Gibraltar,Mediterranean Europe,2005,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2005_3,044,Gibraltar,Mediterranean Europe,2005,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2005_4,044,Gibraltar,Mediterranean Europe,2005,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.35,0.0,0.0
044_12149090_2005_5,044,Gibraltar,Mediterranean Europe,2005,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.7,0.0,0.0
044_12149090_2005_6,044,Gibraltar,Mediterranean Europe,2005,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,2.05,0.0,0.0
044_12149090_2005_7,044,Gibraltar,Mediterranean Europe,2005,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,2.4,0.0,0.0
044_12149090_2005_8,044,Gibraltar,Mediterranean Europe,2005,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.11,0.04,2.75,0.11,0.04
044_12149090_2005_9,044,Gibraltar,Mediterranean Europe,2005,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.02,0.5,0.01,0.02
044_12149090_2005_10,044,Gibraltar,Mediterranean Europe,2005,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.7,0.0,0.0
044_12149090_2005_11,044,Gibraltar,Mediterranean Europe,2005,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.9,0.0,0.0
044_12149090_2005_12,044,Gibraltar,Mediterranean Europe,2005,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.1,0.0,0.0
044_12149090_2006_1,044,Gibraltar,Mediterranean Europe,2006,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.3,0.0,0.0
044_12149090_2006_2,044,Gibraltar,Mediterranean Europe,2006,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2006_3,044,Gibraltar,Mediterranean Europe,2006,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.03,0.02,1.5,0.03,0.02
044_12149090_2006_4,044,Gibraltar,Mediterranean Europe,2006,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2006_5,044,Gibraltar,Mediterranean Europe,2006,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.01,2.0,0.02,0.01
044_12149090_2006_6,044,Gibraltar,Mediterranean Europe,2006,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.8066666666666666,0.0,0.0
044_12149090_2006_7,044,Gibraltar,Mediterranean Europe,2006,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.6133333333333333,0.01,0.0
044_12149090_2006_8,044,Gibraltar,Mediterranean Europe,2006,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.42,0.0,0.0
044_12149090_2006_9,044,Gibraltar,Mediterranean Europe,2006,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.2266666666666666,0.0,0.0
044_12149090_2006_10,044,Gibraltar,Mediterranean Europe,2006,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0333333333333332,0.0,0.0
044_12149090_2006_11,044,Gibraltar,Mediterranean Europe,2006,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.21,0.25,0.84,0.21,0.25
044_12149090_2006_12,044,Gibraltar,Mediterranean Europe,2006,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,0.9199999999999999,0.0,0.0
044_12149090_2007_1,044,Gibraltar,Mediterranean Europe,2007,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2007_2,044,Gibraltar,Mediterranean Europe,2007,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2007_3,044,Gibraltar,Mediterranean Europe,2007,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_4,044,Gibraltar,Mediterranean Europe,2007,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_5,044,Gibraltar,Mediterranean Europe,2007,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_6,044,Gibraltar,Mediterranean Europe,2007,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_7,044,Gibraltar,Mediterranean Europe,2007,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_8,044,Gibraltar,Mediterranean Europe,2007,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_9,044,Gibraltar,Mediterranean Europe,2007,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_10,044,Gibraltar,Mediterranean Europe,2007,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2007_11,044,Gibraltar,Mediterranean Europe,2007,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2007_12,044,Gibraltar,Mediterranean Europe,2007,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2008_1,044,Gibraltar,Mediterranean Europe,2008,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2008_2,044,Gibraltar,Mediterranean Europe,2008,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2008_3,044,Gibraltar,Mediterranean Europe,2008,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2008_4,044,Gibraltar,Mediterranean Europe,2008,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2008_5,044,Gibraltar,Mediterranean Europe,2008,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2008_6,044,Gibraltar,Mediterranean Europe,2008,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.02,0.0
044_12149090_2008_7,044,Gibraltar,Mediterranean Europe,2008,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2008_8,044,Gibraltar,Mediterranean Europe,2008,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.3333333333333333,0.0,0.0
044_12149090_2008_9,044,Gibraltar,Mediterranean Europe,2008,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.6666666666666665,0.0,0.0
044_12149090_2008_10,044,Gibraltar,Mediterranean Europe,2008,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.01,2.0,0.02,0.01
044_12149090_2008_11,044,Gibraltar,Mediterranean Europe,2008,11,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.02,0.5,0.01,0.02
044_12149090_2008_12,044,Gibraltar,Mediterranean Europe,2008,12,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2009_1,044,Gibraltar,Mediterranean Europe,2009,1,12149090.0,"Heno, alfalfa, trébol, esparce",0.01,0.01,1.0,0.01,0.01
044_12149090_2009_2,044,Gibraltar,Mediterranean Europe,2009,2,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.01,2.0,0.02,0.01
044_12149090_2009_3,044,Gibraltar,Mediterranean Europe,2009,3,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2009_4,044,Gibraltar,Mediterranean Europe,2009,4,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2009_5,044,Gibraltar,Mediterranean Europe,2009,5,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2009_6,044,Gibraltar,Mediterranean Europe,2009,6,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2009_7,044,Gibraltar,Mediterranean Europe,2009,7,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2009_8,044,Gibraltar,Mediterranean Europe,2009,8,12149090.0,"Heno, alfalfa, trébol, esparce",0.02,0.02,1.0,0.02,0.02
044_12149090_2009_9,044,Gibraltar,Mediterranean Europe,2009,9,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
044_12149090_2009_10,044,Gibraltar,Mediterranean Europe,2009,10,12149090.0,"Heno, alfalfa, trébol, esparce",0.0,0.0,1.0,0.0,0.0
