Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg,tons_esp,tons_usa,tons_can,tons_ita,tons_aus,tons_oth,usd_esp,usd_usa,usd_can,usd_ita,usd_aus,usd_oth,usd_kg_esp,usd_kg_usa,usd_kg_ita,usd_kg_can,usd_kg_aus,usd_kg_oth
Oman,Middle East,2011,121410,Lucerne (alfalfa) meal and pellets,4058.33,12578.2,0.3226,2630.78,1208.72,0.0,548.28,0.0,8190.420000000001,936.26,296.52,0.0,165.76,0.0,2659.79,0.3559,0.2453,0.3023,,,0.3247
Kuwait,Middle East,2011,121410,Lucerne (alfalfa) meal and pellets,3754.36,11444.0,0.3281,7168.93,1577.68,190.801,164.241,0.0,2342.348,2472.88,627.34,77.44,56.93,0.0,519.77,0.3449,0.3976,0.3466,0.4059,,0.2219
Netherlands,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,3456.19,14461.2,0.239,0.58,0.0,0.0,143.531,0.0,14317.089,11.13,0.0,0.0,33.54,0.0,3411.52,19.1897,,0.2337,,,0.2383
Cyprus,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,3222.89,11976.6,0.2691,5239.1,0.0,0.0,5431.97,0.0,1305.5300000000007,1142.0,0.0,0.0,1432.88,0.0,648.0099999999998,0.218,,0.2638,,,0.4964
Turkey,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,3029.76,13684.5,0.2214,0.0,0.0,0.0,13472.8,0.0,211.70000000000073,0.0,0.0,0.0,2976.94,0.0,52.820000000000164,,,0.221,,,0.2495
Italy,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,2920.61,8900.13,0.3282,1730.76,0.0,0.0,0.0,0.0,7169.369999999999,420.75,0.0,0.0,0.0,0.0,2499.86,0.2431,,,,,0.3487
Greece,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,2895.14,11126.9,0.2602,3241.79,0.0,0.0,6062.88,0.0,1822.2299999999996,627.5,0.0,0.0,1837.41,0.0,430.23,0.1936,,0.3031,,,0.2361
Austria,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1697.03,6493.3,0.2614,0.0,0.0,0.0,111.9,0.0,6381.400000000001,0.0,0.0,0.0,27.22,0.0,1669.81,,,0.2433,,,0.2617
European Union,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1683.73,3239.576,0.5197,0.0,1467.37,1301.7,0.0,0.0,470.5060000000003,0.0,823.87,719.24,0.0,0.0,140.6199999999999,,0.5615,,0.5525,,0.2989
Sweden,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1668.68,3533.96,0.4722,0.0,1.0,0.0,0.0,0.0,3532.96,0.0,5.55,0.0,0.0,0.0,1663.13,,5.55,,,,0.4707
Switzerland,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1632.23,5410.8,0.3017,0.0,0.0,0.0,1433.08,0.0,3977.7200000000003,0.0,0.0,0.0,429.74,0.0,1202.49,,,0.2999,,,0.3023
Romania,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1574.92,4049.4,0.3889,0.0,0.0,0.0,0.0,0.0,4049.4,0.0,0.0,0.0,0.0,0.0,1574.92,,,,,,0.3889
China,East Asia,2011,121410,Lucerne (alfalfa) meal and pellets,1567.32,1005.75,1.5584,0.0,913.747,92.0,0.0,0.0,0.0030000000000427463,0.0,1548.25,19.06,0.0,0.0,0.009999999999990905,,1.6944,,0.2072,,
Hong Kong (China),East Asia,2011,121410,Lucerne (alfalfa) meal and pellets,1504.02,3224.08,0.4665,0.0,2708.53,0.0,0.0,506.555,8.99499999999989,0.0,1112.16,0.0,0.0,387.24,4.619999999999891,,0.4106,,,0.7645,0.5136
Malta,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1397.3,8040.0,0.1738,2683.12,0.0,0.0,5272.28,0.0,84.60000000000036,187.88,0.0,0.0,1156.65,0.0,52.769999999999754,0.07,,0.2194,,,0.6238
Ireland,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1337.25,3796.65,0.3522,0.0,0.0,0.0,0.0,0.0,3796.65,0.0,0.0,0.0,0.0,0.0,1337.25,,,,,,0.3522
Croatia,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1217.15,4528.98,0.2687,0.0,0.0,0.0,416.55,0.0,4112.429999999999,0.0,0.0,0.0,115.49,0.0,1101.66,,,0.2773,,,0.2679
Norway,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,1136.52,2653.05,0.4284,0.0,0.0,0.0,70.58,0.0,2582.4700000000003,0.0,0.0,0.0,38.51,0.0,1098.01,,,0.5456,,,0.4252
Namibia,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,848.41,2898.7,0.2927,0.0,0.0,0.0,0.0,0.0,2898.7,0.0,0.0,0.0,0.0,0.0,848.41,,,,,,0.2927
Colombia,South America,2011,121410,Lucerne (alfalfa) meal and pellets,827.23,2286.0,0.3619,0.0,0.0,0.0,0.0,0.0,2286.0,0.0,0.0,0.0,0.0,0.0,827.23,,,,,,0.3619
Indonesia,Southeast Asia,2011,121410,Lucerne (alfalfa) meal and pellets,757.24,1983.46,0.3818,0.0,1850.87,0.0,0.0,84.591,47.99900000000025,0.0,728.2,0.0,0.0,21.18,7.860000000000014,,0.3934,,,0.2504,0.1638
Singapore,Southeast Asia,2011,121410,Lucerne (alfalfa) meal and pellets,697.73,1350.23,0.5167,0.0,845.96,0.0,0.0,315.39,188.8800000000001,0.0,420.44,0.0,0.0,197.66,79.63,,0.497,,,0.6267,0.4216
Poland,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,694.79,3037.81,0.2287,0.0,0.0,0.0,124.99,0.0,2912.82,0.0,0.0,0.0,25.62,0.0,669.17,,,0.205,,,0.2297
Uruguay,South America,2011,121410,Lucerne (alfalfa) meal and pellets,678.62,2507.0,0.2707,0.0,0.0,0.0,0.0,0.0,2507.0,0.0,0.0,0.0,0.0,0.0,678.62,,,,,,0.2707
Malaysia,Southeast Asia,2011,121410,Lucerne (alfalfa) meal and pellets,677.82,2753.82,0.2461,0.0,253.267,0.0,0.0,75.702,2424.851,0.0,90.04,0.0,0.0,46.47,541.3100000000001,,0.3555,,,0.6139,0.2232
Venezuela,South America,2011,121410,Lucerne (alfalfa) meal and pellets,594.64,992.718,0.599,0.0,50.793,22.453,0.0,0.0,919.472,0.0,31.72,10.12,0.0,0.0,552.8,,0.6245,,0.4507,,0.6012
Slovenia,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,560.69,2200.73,0.2548,0.0,0.0,0.298,1618.36,0.0,582.0720000000001,0.0,0.0,1.35,403.74,0.0,155.60000000000002,,,0.2495,4.5302,,0.2673
Israel,Middle East,2011,121410,Lucerne (alfalfa) meal and pellets,490.0,1296.6,0.3779,522.935,230.585,0.0,543.081,0.0,0.0,176.0,110.0,0.0,204.0,0.0,0.0,0.3366,0.477,0.3756,,,
Bosnia and Herzegovina,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,473.83,1715.06,0.2763,0.0,0.0,0.0,537.29,0.0,1177.77,0.0,0.0,0.0,151.28,0.0,322.54999999999995,,,0.2816,,,0.2739
Ecuador,South America,2011,121410,Lucerne (alfalfa) meal and pellets,452.95,1280.12,0.3538,0.0,0.0,0.0,0.0,0.0,1280.12,0.0,0.0,0.0,0.0,0.0,452.95,,,,,,0.3538
Luxembourg,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,418.88,1276.61,0.3281,0.0,0.0,0.0,0.0,0.0,1276.61,0.0,0.0,0.0,0.0,0.0,418.88,,,,,,0.3281
Botswana,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,415.04,1901.18,0.2183,0.0,0.0,0.0,0.0,0.0,1901.18,0.0,0.0,0.0,0.0,0.0,415.04,,,,,,0.2183
Hungary,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,405.0,2075.8,0.1951,0.0,0.0,0.0,1011.3,0.0,1064.5000000000002,0.0,0.0,0.0,225.0,0.0,180.0,,,0.2225,,,0.1691
Serbia,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,341.74,1210.26,0.2824,0.0,0.0,0.0,317.76,0.0,892.5,0.0,0.0,0.0,102.85,0.0,238.89000000000001,,,0.3237,,,0.2677
Dominican Republic,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,340.56,1385.89,0.2457,438.12,161.416,708.829,0.0,0.0,77.52500000000009,107.66,39.66,174.18,0.0,0.0,19.060000000000002,0.2457,0.2457,,0.2457,,0.2459
Lesotho,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,340.5,1025.19,0.3321,0.0,0.0,0.0,0.0,0.0,1025.19,0.0,0.0,0.0,0.0,0.0,340.5,,,,,,0.3321
Finland,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,337.25,705.929,0.4777,0.0,0.0,0.0,0.0,0.0,705.929,0.0,0.0,0.0,0.0,0.0,337.25,,,,,,0.4777
Bahamas,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,316.87,82.997,3.8178,0.0,82.997,0.0,0.0,0.0,0.0,0.0,316.87,0.0,0.0,0.0,0.0,,3.8178,,,,
Bahrain,Middle East,2011,121410,Lucerne (alfalfa) meal and pellets,274.11,921.686,0.2974,0.0,66.546,0.0,0.0,0.0,855.14,0.0,18.23,0.0,0.0,0.0,255.88000000000002,,0.2739,,,,0.2992
Philippines,Southeast Asia,2011,121410,Lucerne (alfalfa) meal and pellets,240.67,517.36,0.4652,0.0,120.47,0.0,0.0,337.1,59.789999999999964,0.0,59.3,0.0,0.0,147.17,34.20000000000002,,0.4922,,,0.4366,0.572
South Africa,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,210.58,1530.79,0.1376,0.0,0.0,0.0,0.0,0.0,1530.79,0.0,0.0,0.0,0.0,0.0,210.58,,,,,,0.1376
Panama,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,209.91,569.228,0.3688,0.0,0.0,0.0,0.0,0.0,569.228,0.0,0.0,0.0,0.0,0.0,209.91,,,,,,0.3688
Bulgaria,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,200.33,602.28,0.3326,0.0,0.0,0.0,0.0,0.0,602.28,0.0,0.0,0.0,0.0,0.0,200.33,,,,,,0.3326
Denmark,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,194.05,274.77,0.7062,0.0,0.0,0.0,0.0,0.0,274.77,0.0,0.0,0.0,0.0,0.0,194.05,,,,,,0.7062
Spain,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,189.49,805.745,0.2352,0.0,0.0,0.0,399.34,0.0,406.40500000000003,0.0,0.0,0.0,80.55,0.0,108.94000000000001,,,0.2017,,,0.2681
Brazil,South America,2011,121410,Lucerne (alfalfa) meal and pellets,182.78,514.876,0.355,0.0,0.876,0.0,0.0,0.0,514.0,0.0,0.31,0.0,0.0,0.0,182.47,,0.3539,,,,0.355
Mauritius,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,174.36,256.876,0.6788,0.0,0.0,0.0,0.0,26.28,230.59599999999998,0.0,0.0,0.0,0.0,15.0,159.36,,,,,0.5708,0.6911
Canada,North America,2011,121410,Lucerne (alfalfa) meal and pellets,162.25,789.679,0.2055,0.0,789.324,0.0,0.0,0.0,0.3550000000000182,0.0,162.15,0.0,0.0,0.0,0.09999999999999432,,0.2054,,,,0.2817
Mexico,North America,2011,121410,Lucerne (alfalfa) meal and pellets,125.5,481.763,0.2605,0.0,481.763,0.0,0.0,0.0,0.0,0.0,125.5,0.0,0.0,0.0,0.0,,0.2605,,,,
Iran,Middle East,2011,121410,Lucerne (alfalfa) meal and pellets,124.21,300.0,0.414,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,124.21,,,,,,0.414
New Caledonia,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,119.13,156.668,0.7604,0.0,82.039,0.0,0.0,74.629,0.0,0.0,53.16,0.0,0.0,65.96,0.010000000000005116,,0.648,,,0.8838,
Thailand,Southeast Asia,2011,121410,Lucerne (alfalfa) meal and pellets,112.18,212.661,0.5275,23.97,1.904,0.0,0.0,0.125,186.662,7.25,6.29,0.0,0.0,2.86,95.78,0.3025,3.3036,,,,0.5131
Peru,South America,2011,121410,Lucerne (alfalfa) meal and pellets,103.56,311.321,0.3326,0.0,0.0,0.0,0.0,0.0,311.321,0.0,0.0,0.0,0.0,0.0,103.56,,,,,,0.3326
Slovakia,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,91.47,161.6,0.56603,0.0,0.0,0.0,0.0,0.0,161.6,0.0,0.0,0.0,0.0,0.0,91.47,,,,,,0.56603
Albania,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,89.08,289.56,0.3076,259.56,0.0,0.0,0.0,0.0,30.0,85.98,0.0,0.0,0.0,0.0,3.0999999999999943,0.3313,,,,,0.1033
Barbados,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,83.96,111.539,0.7527,0.0,75.251,36.288,0.0,0.0,0.0,0.0,56.6,27.36,0.0,0.0,0.0,,0.7521,,0.754,,
Algeria,North Africa,2011,121410,Lucerne (alfalfa) meal and pellets,73.64,149.0,0.4942,23.78,0.0,0.0,125.22,0.0,0.0,9.21,0.0,0.0,64.42,0.0,0.010000000000005116,0.3873,,0.5145,,,
Bermuda,North America,2011,121410,Lucerne (alfalfa) meal and pellets,71.24,289.894,0.2457,0.0,289.894,0.0,0.0,0.0,0.0,0.0,71.24,0.0,0.0,0.0,0.0,,0.2457,,,,
Czech Republic,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,70.7,239.665,0.295,0.0,0.001,0.0,26.34,0.0,213.32399999999998,0.0,0.72,0.0,5.42,0.0,64.56,,,0.2058,,,0.3026
Ukraine,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,63.31,174.72,0.3624,0.0,0.0,0.0,0.0,0.0,174.72,0.0,0.0,0.0,0.0,0.0,63.31,,,,,,0.3624
Sudan,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,62.38,120.0,0.51983,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,62.38,0.0,,,,,0.51983,
Jamaica,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,60.12,67.834,0.8863,0.0,7.662,0.0,0.0,0.0,60.172000000000004,0.0,16.6,0.0,0.0,0.0,43.519999999999996,,2.1665,,,,0.7233
French Polynesia,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,57.21,110.579,0.5174,0.0,110.579,0.0,0.0,0.0,0.0,0.0,57.21,0.0,0.0,0.0,0.0,,0.5174,,,,
Trinidad and Tobago,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,46.88,90.133,0.5201,0.0,90.133,0.0,0.0,0.0,0.0,0.0,46.88,0.0,0.0,0.0,0.0,,0.5201,,,,
Paraguay,South America,2011,121410,Lucerne (alfalfa) meal and pellets,39.51,114.0,0.3466,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,39.51,,,,,,0.3466
Iceland,Western Europe,2011,121410,Lucerne (alfalfa) meal and pellets,36.12,84.62,0.4268,0.0,0.0,0.0,0.0,0.0,84.62,0.0,0.0,0.0,0.0,0.0,36.12,,,,,,0.4268
Cape Verde,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,33.29,82.84,0.4019,0.0,0.0,0.0,0.0,0.0,82.84,0.0,0.0,0.0,0.0,0.0,33.29,,,,,,0.4019
Honduras,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,32.07,70.202,0.4568,0.0,18.116,0.0,0.0,0.0,52.086,0.0,9.97,0.0,0.0,0.0,22.1,,0.5503,,,,0.4243
Turks and Caicos Isl.,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,30.05,123.735,0.2429,0.0,123.575,0.0,0.0,0.0,0.1599999999999966,0.0,29.86,0.0,0.0,0.0,0.19000000000000128,,0.2416,,,,1.1875
Australia,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,24.55,12.547,1.9566,0.0,0.0,0.0,0.0,0.0,12.547,0.0,0.0,0.0,0.0,0.0,24.55,,,,,,1.9566
India,Central Asia,2011,121410,Lucerne (alfalfa) meal and pellets,23.02,25.912,0.8884,0.0,0.912,0.0,0.0,25.0,0.0,0.0,12.11,0.0,0.0,10.9,0.010000000000001563,,13.2785,,,0.436,
New Zealand,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,21.61,26.5,0.8155,0.0,25.9,0.0,0.0,0.6,0.0,0.0,18.45,0.0,0.0,3.16,0.0,,0.7124,,,5.2667,
Eswatini,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,17.91,55.773900000000005,0.3211,0.0,0.0,0.0,0.0,0.0,55.773900000000005,0.0,0.0,0.0,0.0,0.0,17.91,,,,,,0.3211
Costa Rica,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,17.45,35.464,0.492,0.0,35.464,0.0,0.0,0.0,0.0,0.0,17.45,0.0,0.0,0.0,0.0,,0.492,,,,
Palestine,Middle East,2011,121410,Lucerne (alfalfa) meal and pellets,17.44,70.963,0.2458,0.0,0.0,0.0,0.0,0.0,70.963,0.0,0.0,0.0,0.0,0.0,17.44,,,,,,0.2458
Guatemala,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,17.2,40.0,0.43,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,17.2,,,,,,0.43
Greenland,North America,2011,121410,Lucerne (alfalfa) meal and pellets,14.72,29.6,0.4973,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,14.72,,,,,,0.4973
Lithuania,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,14.2,48.3,0.294,0.0,0.0,0.0,0.0,0.0,48.3,0.0,0.0,0.0,0.0,0.0,14.2,,,,,,0.294
Grenada,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,14.08,6.184,2.2768,0.0,6.184,0.0,0.0,0.0,0.0,0.0,14.08,0.0,0.0,0.0,0.0,,2.2768,,,,
Mauritania,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,8.25,46.1,0.179,0.0,0.0,0.0,0.0,0.0,46.1,0.0,0.0,0.0,0.0,0.0,8.25,,,,,,0.179
Vietnam,Southeast Asia,2011,121410,Lucerne (alfalfa) meal and pellets,6.8,27.658,0.2459,0.0,0.0,27.658,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,,,,0.2459,,
Russia,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,4.28,6.74,0.635,0.0,0.0,0.0,0.0,0.0,6.74,0.0,0.0,0.0,0.0,0.0,4.28,,,,,,0.635
Mozambique,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,2.0,4.01,0.49874999999999997,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,0.49874999999999997
Vanuatu,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,1.28,0.423,3.026,0.0,0.0,0.0,0.0,0.0,0.423,0.0,0.0,0.0,0.0,0.0,1.28,,,,,,3.026
Chile,South America,2011,121410,Lucerne (alfalfa) meal and pellets,0.81,0.312955,2.5882,0.0,0.0,0.0,0.0,0.0,0.312955,0.0,0.0,0.0,0.0,0.0,0.81,,,,,,2.5882
Zambia,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,0.73,2.3785700000000003,0.3069,0.0,0.0,0.0,0.0,0.0,2.3785700000000003,0.0,0.0,0.0,0.0,0.0,0.73,,,,,,0.3069
Papua New Guinea,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,0.21,0.5,0.42,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.21,0.0,,,,,0.42,
Seychelles,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,0.15,0.0601,2.4958400000000003,0.0,0.0,0.0,0.0,0.0,0.0601,0.0,0.0,0.0,0.0,0.0,0.15,,,,,,2.4958400000000003
Antigua and Barbuda,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,0.08,0.061,1.3115,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,,1.3115,,,,
Montenegro,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,0.04,0.018,2.2222,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,,,2.2222,,,
Japan,East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,37647.91,109168.0,0.3449,3614.0,18751.0,36021.0,954.0,7.0,49821.0,853.4,5953.82,12884.13,294.7,5.11,17656.750000000004,0.2361,0.3175,0.3089,0.3577,0.73,0.3544
Saudi Arabia,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,25113.37,87022.0,0.2886,77481.0,7959.0,202.0,799.0,0.0,581.0,22069.89,2505.34,91.73,270.4,0.0,176.0099999999984,0.2848,0.3148,0.3384,0.4541,,0.3029
Belgium,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,12914.86,74601.3,0.1731,0.0,0.0,0.0,0.0,0.0,74601.3,0.0,0.0,0.0,0.0,0.0,12914.86,,,,,,0.1731
Germany,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,10408.01,55405.0,0.1879,0.0,24.553,0.0,281.26,0.0,55099.187,0.0,20.42,0.0,78.0,0.0,10309.59,,0.8317,0.2773,,,0.1871
United States,North America,2010,121410,Lucerne (alfalfa) meal and pellets,9180.16,32008.0,0.2868,0.0,0.0,25188.0,0.0,0.0,6820.0,0.0,0.0,7663.97,0.0,0.0,1516.1899999999996,,,,0.3043,,0.2223
Morocco,North Africa,2010,121410,Lucerne (alfalfa) meal and pellets,8908.98,51707.2,0.1723,36890.6,0.0,0.0,2850.0,0.0,11966.599999999999,6404.85,0.0,0.0,553.2,0.0,1950.9299999999994,0.1736,,0.1941,,,0.163
United Kingdom,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,8405.42,27888.2,0.3014,126.377,466.423,2756.36,8389.32,0.0,16149.720000000001,46.15,135.57,1520.7,2004.52,0.0,4698.4800000000005,0.3652,0.2907,0.2389,0.5517,,0.2909
France,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,7894.54,36579.0,0.2158,31792.4,0.0,0.0,1970.9,0.0,2815.699999999997,6774.51,0.0,0.0,505.01,0.0,615.0199999999995,0.2131,,0.2562,,,0.2184
Other Asia,Other Asia,2010,121410,Lucerne (alfalfa) meal and pellets,7199.42,45358.8,0.1587,559.67,43071.9,292.49,0.0,0.3,1434.4400000000023,105.74,6645.49,29.47,0.0,8.54,410.1800000000003,0.1889,0.1543,,0.1008,,0.286
Tunisia,North Africa,2010,121410,Lucerne (alfalfa) meal and pellets,6517.94,44386.6,0.1468,14964.4,0.0,0.0,29422.2,0.0,0.0,1990.56,0.0,0.0,4527.38,0.0,0.0,0.133,,0.1539,,,
Portugal,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,5340.06,30729.1,0.1738,29094.5,0.0,0.0,0.0,0.0,1634.5999999999985,5118.36,0.0,0.0,0.0,0.0,221.70000000000073,0.1759,,,,,0.1356
South Korea,East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,4405.52,19602.1,0.2247,3047.7,5421.64,0.0,0.0,0.0,11132.759999999998,668.89,1310.88,0.0,0.0,0.0,2425.7500000000005,0.2195,0.2418,,,,0.2179
Oman,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,3622.43,11115.2,0.3259,525.2,1004.54,0.0,0.0,0.0,9585.460000000001,144.62,372.84,0.0,0.0,0.0,3104.97,0.2754,0.3712,,,,0.3239
Libya,North Africa,2010,121410,Lucerne (alfalfa) meal and pellets,2740.79,4790.36,0.5721,2005.76,0.0,0.0,1571.12,0.0,1213.4799999999996,937.51,0.0,0.0,1047.51,0.0,755.77,0.4674,,0.6667,,,0.6228
Italy,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2631.06,14104.7,0.1865,5995.11,0.0,0.0,0.0,0.0,8109.590000000001,1113.66,0.0,0.0,0.0,0.0,1517.3999999999999,0.1858,,,,,0.1871
Netherlands,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2586.57,12925.5,0.2001,1.345,0.0,0.0,0.0,0.0,12924.155,23.86,0.0,0.0,0.0,0.0,2562.71,17.7398,,,,,0.1983
Greece,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2546.49,15049.6,0.1692,6678.46,0.0,0.0,7369.68,0.0,1001.460000000001,1034.13,0.0,0.0,1304.37,0.0,207.98999999999978,0.1548,,0.177,,,0.2077
Hong Kong (China),East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,2383.91,3627.5,0.6572,0.0,3011.05,0.0,0.0,551.413,65.03699999999981,0.0,1254.42,0.0,0.0,357.25,772.2399999999998,,0.4166,,,0.6479,11.8739
Cyprus,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2255.46,10474.6,0.2153,7261.54,0.0,0.0,2656.42,0.0,556.6400000000012,1326.34,0.0,0.0,508.36,0.0,420.7600000000002,0.1827,,0.1914,,,0.7559
Kuwait,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,2220.8,6784.37,0.3273,2018.52,4398.97,0.0,24.8,0.0,342.0799999999999,590.88,1536.61,0.0,8.05,0.0,85.26000000000022,0.2927,0.3493,0.3246,,,0.2492
Turkey,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2188.26,11550.0,0.1895,0.0,0.0,0.0,11550.0,0.0,0.0,0.0,0.0,0.0,2188.26,0.0,0.0,,,0.1895,,,
Qatar,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,2069.57,7200.13,0.2874,23.93,1379.81,51.44,0.0,72.25,5672.7,7.58,492.19,24.49,0.0,20.53,1524.7800000000002,0.3168,0.3567,,0.4761,0.2842,0.2688
China,East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,2027.38,3426.11,0.5917,0.0,3356.96,69.0,0.0,0.0,0.15000000000009095,0.0,2012.76,13.96,0.0,0.0,0.6600000000000819,,0.5996,,0.2023,,4.4
Jordan,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,1986.58,7177.16,0.2768,5952.43,0.0,0.0,0.0,0.0,1224.7299999999996,1567.41,0.0,0.0,0.0,0.0,419.16999999999985,0.2633,,,,,0.3423
European Union,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1833.48,4073.92,0.4501,0.0,515.63,2757.05,0.0,0.0,801.2399999999998,0.0,163.0,1511.96,0.0,0.0,158.51999999999998,,0.3161,,0.5484,,0.1978
Sweden,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1582.47,4739.75,0.3339,0.0,3.75,0.0,0.0,0.0,4736.0,0.0,1.25,0.0,0.0,0.0,1581.22,,0.3333,,,,0.3339
Uruguay,South America,2010,121410,Lucerne (alfalfa) meal and pellets,1547.78,6570.5,0.2356,0.0,0.0,0.0,0.0,0.0,6570.5,0.0,0.0,0.0,0.0,0.0,1547.78,,,,,,0.2356
Austria,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1270.69,5874.6,0.2163,0.0,0.0,0.0,317.1,0.0,5557.5,0.0,0.0,0.0,70.75,0.0,1199.94,,,0.2231,,,0.2159
