Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg,tons_esp,tons_usa,tons_can,tons_ita,tons_aus,tons_oth,usd_esp,usd_usa,usd_can,usd_ita,usd_aus,usd_oth,usd_kg_esp,usd_kg_usa,usd_kg_ita,usd_kg_can,usd_kg_aus,usd_kg_oth
Ukraine,Eastern Europe,2008,121490,"Other forage products, nes",139.1,280.0,0.4968,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,139.1,,,,,,0.4968
Botswana,Sub-Saharan Africa,2008,121490,"Other forage products, nes",136.67,498.643,0.2741,0.0,0.0,0.0,0.0,0.0,498.643,0.0,0.0,0.0,0.0,0.0,136.67,,,,,,0.2741
Brazil,South America,2008,121490,"Other forage products, nes",122.13,157.818,0.7739,7.728,0.0,0.0,0.0,0.0,150.09,16.59,0.0,0.0,0.0,0.0,105.53999999999999,2.1467,,,,,0.7032
New Zealand,Oceania,2008,121490,"Other forage products, nes",117.14,152.141,0.7699,0.0,0.0,0.0,0.0,133.508,18.63299999999998,0.0,0.0,0.0,0.0,110.37,6.769999999999996,,,,,0.8267,0.3633
St. Kitts and Nevis,Central America and Caribbean,2008,121490,"Other forage products, nes",97.61,69.515,1.4042,0.0,69.515,0.0,0.0,0.0,0.0,0.0,97.61,0.0,0.0,0.0,0.0,,1.4042,,,,
Cambodia,Southeast Asia,2008,121490,"Other forage products, nes",92.12,628.526,0.1466,0.0,0.0,0.0,0.0,0.0,628.526,0.0,0.0,0.0,0.0,0.0,92.12,,,,,,0.1466
Venezuela,South America,2008,121490,"Other forage products, nes",90.76,140.619,0.6454,0.0,0.0,0.0,0.0,0.0,140.619,0.0,0.0,0.0,0.0,0.0,90.76,,,,,,0.6454
Costa Rica,Central America and Caribbean,2008,121490,"Other forage products, nes",87.2,187.356,0.4654,0.0,164.771,0.0,0.0,0.0,22.585000000000008,0.0,82.46,0.0,0.0,0.0,4.740000000000009,,0.5005,,,,0.2099
Grenada,Central America and Caribbean,2008,121490,"Other forage products, nes",85.48,109.565,0.7802,0.0,109.565,0.0,0.0,0.0,0.0,0.0,85.48,0.0,0.0,0.0,0.0,,0.7802,,,,
Thailand,Southeast Asia,2008,121490,"Other forage products, nes",78.58,102.953,0.7633,0.0,85.882,0.0,0.3,0.0,16.771,0.0,57.59,0.0,0.45,0.0,20.539999999999992,,0.6706,1.5,,,1.2247
North Macedonia,Eastern Europe,2008,121490,"Other forage products, nes",76.1,224.1,0.3396,0.0,0.3,0.0,0.198,0.0,223.602,0.0,1.03,0.0,0.31,0.0,74.75999999999999,,3.4333,1.5657,,,0.3343
Singapore,Southeast Asia,2008,121490,"Other forage products, nes",72.01,77.695,0.9268,0.0,2.775,0.0,0.0,46.73,28.189999999999998,0.0,10.54,0.0,0.0,19.02,42.45,,3.7982,,,0.407,1.5059
Serbia,Eastern Europe,2008,121490,"Other forage products, nes",58.44,72.964,0.8009,0.0,0.0,0.0,2.88,0.0,70.084,0.0,0.0,0.0,3.88,0.0,54.559999999999995,,,1.3472,,,0.7785
Morocco,North Africa,2008,121490,"Other forage products, nes",56.45,180.71,0.3124,0.0,0.0,0.0,0.0,0.0,180.71,0.0,0.0,0.0,0.0,0.0,56.45,,,,,,0.3124
Indonesia,Southeast Asia,2008,121490,"Other forage products, nes",55.0,87.446,0.629,0.0,0.0,0.0,0.0,17.457,69.989,0.0,0.0,0.0,0.0,12.16,42.84,,,,,0.6966,0.6121
Greenland,North America,2008,121490,"Other forage products, nes",54.51,100.19,0.5441,0.0,0.0,0.0,0.0,0.0,100.19,0.0,0.0,0.0,0.0,0.0,54.51,,,,,,0.5441
New Caledonia,Oceania,2008,121490,"Other forage products, nes",49.63,47.7,1.0405,0.0,0.0,0.0,0.0,42.104,5.596000000000004,0.0,0.0,0.0,0.0,42.59,7.039999999999999,,,,,1.0115,1.258
Eswatini,Sub-Saharan Africa,2008,121490,"Other forage products, nes",44.43,217.798,0.204,0.0,0.0,0.0,0.0,0.0,217.798,0.0,0.0,0.0,0.0,0.0,44.43,,,,,,0.204
South Africa,Sub-Saharan Africa,2008,121490,"Other forage products, nes",39.18,347.16,0.11286,0.0,0.0,0.0,0.0,131.3,215.85999999999999,0.0,0.0,0.0,0.0,18.88,20.3,,,,,0.14379,0.09404
Montenegro,Eastern Europe,2008,121490,"Other forage products, nes",30.45,144.005,0.2115,0.0,0.0,0.0,0.0,0.0,144.005,0.0,0.0,0.0,0.0,0.0,30.45,,,,,,0.2115
Tunisia,North Africa,2008,121490,"Other forage products, nes",27.71,108.53,0.2553,0.0,0.0,0.0,108.5,0.0,0.030000000000001137,0.0,0.0,0.0,21.51,0.0,6.199999999999999,,,0.1982,,,
Guatemala,Central America and Caribbean,2008,121490,"Other forage products, nes",25.89,30.593,0.8463,0.0,3.693,0.0,0.0,0.0,26.9,0.0,16.5,0.0,0.0,0.0,9.39,,4.4679,,,,0.3491
Panama,Central America and Caribbean,2008,121490,"Other forage products, nes",24.76,10.736,2.3063,0.0,1.118,0.0,0.0,0.0,9.618,0.0,3.5,0.0,0.0,0.0,21.26,,3.1306,,,,2.2104
French Polynesia,Oceania,2008,121490,"Other forage products, nes",22.13,23.024,0.9612,0.0,0.0,0.0,0.0,8.5,14.524000000000001,0.0,0.0,0.0,0.0,8.83,13.299999999999999,,,,,1.0388,0.9157
Kenya,Sub-Saharan Africa,2008,121490,"Other forage products, nes",19.11,7.713,2.4776,0.0,0.0,0.0,0.0,0.0,7.713,0.0,0.0,0.0,0.0,0.0,19.11,,,,,,2.4776
Namibia,Sub-Saharan Africa,2008,121490,"Other forage products, nes",16.68,88.661,0.1881,0.0,0.0,0.0,0.0,0.0,88.661,0.0,0.0,0.0,0.0,0.0,16.68,,,,,,0.1881
Australia,Oceania,2008,121490,"Other forage products, nes",16.39,154.217,0.1063,0.0,0.0,0.0,0.0,152.18,2.037000000000006,0.0,0.0,0.0,0.0,6.99,9.4,,,,,0.0459,4.6146
Mauritania,Sub-Saharan Africa,2008,121490,"Other forage products, nes",14.02,66.556,0.2106,0.0,0.0,0.0,0.0,0.0,66.556,0.0,0.0,0.0,0.0,0.0,14.02,,,,,,0.2106
Bulgaria,Eastern Europe,2008,121490,"Other forage products, nes",13.27,8.736,1.519,0.0,0.0,0.0,0.6,0.0,8.136000000000001,0.0,0.0,0.0,0.55,0.0,12.719999999999999,,,0.9167,,,1.5634
Belarus,Eastern Europe,2008,121490,"Other forage products, nes",12.7,10.487,1.211,0.475,0.0,0.0,0.0,0.0,10.012,0.6,0.0,0.0,0.0,0.0,12.1,1.2632,,,,,1.2085
Dominican Republic,Central America and Caribbean,2008,121490,"Other forage products, nes",11.76,32.9395,0.357,0.0,32.94,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,,0.357,,,,
Albania,Eastern Europe,2008,121490,"Other forage products, nes",11.29,35.442,0.3185,0.0,0.0,0.0,0.0,0.0,35.442,0.0,0.0,0.0,0.0,0.0,11.29,,,,,,0.3185
Zimbabwe,Sub-Saharan Africa,2008,121490,"Other forage products, nes",10.6,30.02,0.3531,0.0,0.0,0.0,0.0,0.0,30.02,0.0,0.0,0.0,0.0,0.0,10.6,,,,,,0.3531
Bosnia and Herzegovina,Eastern Europe,2008,121490,"Other forage products, nes",10.53,35.285,0.2984,0.0,0.0,0.0,0.085,0.0,35.199999999999996,0.0,0.0,0.0,0.19,0.0,10.34,,,2.2353,,,0.2938
Chile,South America,2008,121490,"Other forage products, nes",9.26,28.0,0.3307,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,9.26,,,,,,0.3307
Peru,South America,2008,121490,"Other forage products, nes",8.12,48.561,0.1672,0.0,1.361,0.0,0.0,0.0,47.2,0.0,1.82,0.0,0.0,0.0,6.299999999999999,,1.3373,,,,0.1335
Kazakhstan,Eastern Europe,2008,121490,"Other forage products, nes",4.61,12.93,0.3565,0.0,0.0,0.0,0.0,0.0,12.93,0.0,0.0,0.0,0.0,0.0,4.61,,,,,,0.3565
Burkina Faso,Sub-Saharan Africa,2008,121490,"Other forage products, nes",4.13,5.094,0.8108,0.0,0.0,0.0,0.0,0.0,5.094,0.0,0.0,0.0,0.0,0.0,4.13,,,,,,0.8108
Bolivia,South America,2008,121490,"Other forage products, nes",4.07,8.91221,0.4567,0.0,0.0,0.0,0.0,0.0,8.91221,0.0,0.0,0.0,0.0,0.0,4.07,,,,,,0.4567
Yemen,Middle East,2008,121490,"Other forage products, nes",3.4,15.25,0.223,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,3.4,,,,,,0.223
Tanzania,Sub-Saharan Africa,2008,121490,"Other forage products, nes",3.36,1.5,2.24,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.36,,,,,,2.24
St. Lucia,Central America and Caribbean,2008,121490,"Other forage products, nes",2.96,2.293,1.2909,0.0,1.893,0.4,0.0,0.0,0.0,0.0,2.73,0.23,0.0,0.0,0.0,,1.4422,,0.575,,
Moldova,Eastern Europe,2008,121490,"Other forage products, nes",2.42,9.276,0.2609,0.0,0.0,0.0,0.0,0.0,9.276,0.0,0.0,0.0,0.0,0.0,2.42,,,,,,0.2609
Uganda,Sub-Saharan Africa,2008,121490,"Other forage products, nes",2.06,29.414,0.07,0.0,0.0,0.0,0.0,0.0,29.414,0.0,0.0,0.0,0.0,0.0,2.06,,,,,,0.07
Mozambique,Sub-Saharan Africa,2008,121490,"Other forage products, nes",1.97,6.062,0.325,0.0,0.0,0.0,0.0,0.0,6.062,0.0,0.0,0.0,0.0,0.0,1.97,,,,,,0.325
El Salvador,Central America and Caribbean,2008,121490,"Other forage products, nes",1.37,10.8269,0.1265,0.0,0.0,0.0,0.0,0.0,10.8269,0.0,0.0,0.0,0.0,0.0,1.37,,,,,,0.1265
Fiji,Oceania,2008,121490,"Other forage products, nes",1.33,2.18,0.61009,0.0,0.01,0.0,0.0,0.81,1.36,0.0,0.81,0.0,0.0,0.23,0.29000000000000004,,,,,0.28395000000000004,0.21324
Lesotho,Sub-Saharan Africa,2008,121490,"Other forage products, nes",1.23,2.30167,0.5344,0.0,0.0,0.0,0.0,0.0,2.30167,0.0,0.0,0.0,0.0,0.0,1.23,,,,,,0.5344
Cape Verde,Sub-Saharan Africa,2008,121490,"Other forage products, nes",1.21,4.727,0.256,0.0,0.0,0.0,0.0,0.0,4.727,0.0,0.0,0.0,0.0,0.0,1.21,,,,,,0.256
Trinidad and Tobago,Central America and Caribbean,2008,121490,"Other forage products, nes",0.89,0.523,1.7017,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,,1.7017,,,,
Sri Lanka,Central Asia,2008,121490,"Other forage products, nes",0.75,1.224,0.6127,0.0,0.0,0.0,0.0,0.0,1.224,0.0,0.0,0.0,0.0,0.0,0.75,,,,,,0.6127
Gambia,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.75,1.95,0.3846,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.75,,,,,,0.3846
Cote d'Ivoire,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.4,0.324,1.2346,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.4,,,,,,1.2346
Bhutan,Central Asia,2008,121490,"Other forage products, nes",0.38,0.409,0.9291,0.0,0.0,0.0,0.0,0.0,0.409,0.0,0.0,0.0,0.0,0.0,0.38,,,,,,0.9291
Rwanda,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.32,1.5,0.21333300000000002,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.32,,,,,,0.21333300000000002
Jamaica,Central America and Caribbean,2008,121490,"Other forage products, nes",0.3,0.37,0.81081,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.81081,,,,
Mayotte,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.21,0.15,1.4,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.21,,,,,,1.4
Seychelles,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.18,0.14,1.2857100000000001,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.18,,,,,,1.2857100000000001
Georgia,Eastern Europe,2008,121490,"Other forage products, nes",0.12,0.072,1.6667,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.12,,,,,,1.6667
Sao Tome and Principe,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.08,0.034,2.3529,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.08,,,,,,2.3529
Paraguay,South America,2008,121490,"Other forage products, nes",0.07,0.058,1.2069,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.07,,,,,,1.2069
Ghana,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.06,0.071,0.8451,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.06,,,,,,0.8451
Barbados,Central America and Caribbean,2008,121490,"Other forage products, nes",0.03,0.018,1.6667,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,1.6667,,,,
Uruguay,South America,2008,121490,"Other forage products, nes",0.03,0.01,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,,,,,,3.0
Mali,Sub-Saharan Africa,2008,121490,"Other forage products, nes",0.01,0.044,0.2273,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,0.2273
Japan,East Asia,2007,121490,"Other forage products, nes",708366.89,2481650.0,0.2854,0.0,1784630.0,305646.0,0.0,371528.0,19846.0,0.0,490870.3,93155.47,0.0,118707.47,5633.650000000023,,0.2751,,0.3048,0.3195,0.2839
South Korea,East Asia,2007,121490,"Other forage products, nes",231649.12,879246.0,0.2635,3588.09,747381.0,40140.3,0.0,65562.9,22573.709999999963,885.47,194355.96,12259.15,0.0,19993.28,4155.260000000009,0.2468,0.26,,0.3054,0.3049,0.1841
United States,North America,2007,121490,"Other forage products, nes",31152.24,140280.0,0.2221,0.0,0.0,122223.0,0.0,68.0,17989.0,0.0,0.0,28383.81,0.0,34.34,2734.09,,,,0.2322,0.505,0.152
Switzerland,Western Europe,2007,121490,"Other forage products, nes",21752.06,105333.0,0.2065,2091.04,0.0,0.0,11532.0,0.0,91709.95999999999,406.92,0.0,0.0,2658.63,0.0,18686.510000000002,0.1946,,0.2305,,,0.2038
United Arab Emirates,Middle East,2007,121490,"Other forage products, nes",21224.02,66634.1,0.3185,50996.1,9610.09,182.71,2.305,1514.27,4328.625000000007,14750.05,4664.59,82.15,21.3,612.54,1093.3899999999994,0.2892,0.4854,9.2408,0.4496,0.4045,0.2526
Germany,Western Europe,2007,121490,"Other forage products, nes",18452.0,59204.8,0.3117,53.8,11236.6,0.0,248.5,1553.3,46112.600000000006,22.0,3459.0,0.0,84.0,319.0,14568.0,0.4089,0.3078,0.338,,0.2054,0.3159
Other Asia,Other Asia,2007,121490,"Other forage products, nes",14824.8,163237.0,0.0908,98.37,141011.0,3811.38,0.0,18290.2,26.04999999998836,26.22,12684.69,315.85,0.0,1774.69,23.349999999998545,0.2665,0.09,,0.0829,0.097,0.8964
France,Western Europe,2007,121490,"Other forage products, nes",9691.4,39390.5,0.246,28287.0,0.0,0.0,2672.1,0.0,8431.400000000001,5594.41,0.0,0.0,701.36,0.0,3395.63,0.1978,,0.2625,,,0.4027
Norway,Western Europe,2007,121490,"Other forage products, nes",7804.44,21673.7,0.3601,0.0,0.518,351.6,0.0,0.0,21321.582000000002,0.0,1.09,364.16,0.0,0.0,7439.19,,2.1042,,1.0357,,0.3489
Austria,Western Europe,2007,121490,"Other forage products, nes",7765.66,35392.8,0.2194,0.0,4.369,0.0,965.7,126.2,34296.531,0.0,0.96,0.0,232.41,47.83,7484.46,,0.2197,0.2407,,0.379,0.2182
United Kingdom,Western Europe,2007,121490,"Other forage products, nes",7655.56,20209.3,0.3788,161.69,1790.08,3086.4,275.286,68.18,14827.663999999999,87.26,1156.64,1339.49,65.91,48.66,4957.6,0.5397,0.6461,0.2394,0.434,0.7137,0.3343
Belgium,Western Europe,2007,121490,"Other forage products, nes",7301.76,21980.7,0.3322,0.0,0.0,0.0,7.101,0.0,21973.599000000002,0.0,0.0,0.0,1.5,0.0,7300.26,,,0.2112,,,0.3322
Portugal,Western Europe,2007,121490,"Other forage products, nes",7204.19,34108.8,0.2112,32680.7,17.0,0.0,14.05,189.02,1208.030000000006,6538.19,19.0,0.0,14.72,108.62,523.6599999999999,0.2001,1.1176,1.0477,,0.5746,0.4335
European Union,Western Europe,2007,121490,"Other forage products, nes",6784.73,11148.7,0.6086,0.0,2038.98,1263.4,0.0,1314.2,6532.120000000001,0.0,1396.49,548.94,0.0,729.78,4109.5199999999995,,0.6849,,0.4345,0.5553,0.6291
Canada,North America,2007,121490,"Other forage products, nes",5301.56,37526.2,0.1413,0.0,37136.0,78.058,0.0,10.0,302.1419999999998,0.0,5170.53,23.63,0.0,17.88,89.52000000000044,,0.1392,,0.3027,1.788,0.2963
Netherlands,Western Europe,2007,121490,"Other forage products, nes",4884.81,22486.5,0.2172,25.08,0.0,0.0,0.0,0.0,22461.42,9.61,0.0,0.0,0.0,0.0,4875.200000000001,0.3832,,,,,0.217
Italy,Western Europe,2007,121490,"Other forage products, nes",4715.51,15787.8,0.2987,4737.38,0.0,0.0,0.0,23.15,11027.27,1766.12,0.0,0.0,0.0,14.32,2935.0700000000006,0.3728,,,,0.6186,0.2662
Spain,Western Europe,2007,121490,"Other forage products, nes",3956.78,16249.1,0.2435,0.0,8.462,0.0,205.08,854.33,15181.228000000001,0.0,6.67,0.0,164.29,474.01,3311.8100000000004,,0.7882,0.8011,,0.5548,0.2182
Poland,Eastern Europe,2007,121490,"Other forage products, nes",2765.57,7747.77,0.357,0.0,0.249,0.0,0.04,0.0,7747.481000000001,0.0,0.09,0.0,0.14,0.0,2765.34,,0.3614,3.5,,,0.3569
Romania,Eastern Europe,2007,121490,"Other forage products, nes",2745.18,5446.3,0.504,14.18,0.0,0.0,125.527,0.0,5306.593,35.94,0.0,0.0,117.5,0.0,2591.74,2.5346,,0.9361,,,0.4884
Jordan,Middle East,2007,121490,"Other forage products, nes",2353.62,14992.7,0.157,0.0,0.0,0.0,0.0,0.0,14992.7,0.0,0.0,0.0,0.0,0.0,2353.62,,,,,,0.157
Denmark,Western Europe,2007,121490,"Other forage products, nes",2068.8,4537.34,0.4559,0.0,17.917,0.0,12.629,0.0,4506.794,0.0,8.88,0.0,56.01,0.0,2003.91,,0.4956,4.435,,,0.4446
Turkey,Eastern Europe,2007,121490,"Other forage products, nes",1711.2,4165.67,0.4108,0.0,0.0,0.0,0.0,1178.65,2987.02,0.0,0.0,0.0,0.0,567.39,1143.81,,,,,0.4814,0.3829
Malta,Western Europe,2007,121490,"Other forage products, nes",1436.33,5201.49,0.2761,912.34,9.36,0.0,3228.07,0.0,1051.7199999999993,269.34,4.14,0.0,743.59,0.0,419.26,0.2952,0.4423,0.2304,,,0.3986
Sweden,Western Europe,2007,121490,"Other forage products, nes",1088.9,867.683,1.255,0.0,2.0,0.0,3.0,0.0,862.683,0.0,9.5,0.0,7.27,0.0,1072.13,,4.75,2.4233,,,1.2428
Greece,Western Europe,2007,121490,"Other forage products, nes",985.82,3519.63,0.2801,1866.29,0.0,0.0,1545.63,0.0,107.71000000000004,492.9,0.0,0.0,347.66,0.0,145.2600000000001,0.2641,,0.2249,,,1.3486
Philippines,Southeast Asia,2007,121490,"Other forage products, nes",906.6,2684.58,0.3377,0.0,0.0,0.0,0.0,2618.75,65.82999999999993,0.0,0.0,0.0,0.0,884.08,22.519999999999982,,,,,0.3376,0.3421
Indonesia,Southeast Asia,2007,121490,"Other forage products, nes",878.19,4017.1,0.2186,0.0,0.0,2.689,0.0,110.588,3903.823,0.0,0.0,5.53,0.0,39.47,833.19,,,,2.0565,0.3569,0.2134
Bahrain,Middle East,2007,121490,"Other forage products, nes",622.1,1276.85,0.4872,0.0,39.641,79.75,0.0,219.116,938.3429999999998,0.0,14.06,35.26,0.0,148.68,424.1,,0.3547,,0.4421,0.6785,0.452
Faroe Islands,Western Europe,2007,121490,"Other forage products, nes",620.98,1441.17,0.4309,0.0,0.0,0.0,0.0,0.0,1441.17,0.0,0.0,0.0,0.0,0.0,620.98,,,,,,0.4309
Estonia,Eastern Europe,2007,121490,"Other forage products, nes",502.24,1076.58,0.4665,0.0,0.0,0.0,0.796,0.0,1075.7839999999999,0.0,0.0,0.0,0.43,0.0,501.81,,,0.5402,,,0.4665
Bahamas,Central America and Caribbean,2007,121490,"Other forage products, nes",475.29,584.722,0.8128,0.0,584.722,0.0,0.0,0.0,0.0,0.0,475.29,0.0,0.0,0.0,0.0,,0.8128,,,,
Oman,Middle East,2007,121490,"Other forage products, nes",464.11,820.898,0.5654,505.1,105.475,0.0,0.0,0.0,210.32299999999998,127.63,41.95,0.0,0.0,0.0,294.53000000000003,0.2527,0.3977,,,,1.4004
Ireland,Western Europe,2007,121490,"Other forage products, nes",459.23,356.762,1.2872,0.0,180.766,24.548,0.0,0.0,151.448,0.0,137.32,13.62,0.0,0.0,308.29,,0.7597,,0.5548,,2.0356
Croatia,Eastern Europe,2007,121490,"Other forage products, nes",436.25,2075.93,0.2101,0.0,0.0,0.0,251.958,0.0,1823.9719999999998,0.0,0.0,0.0,81.84,0.0,354.40999999999997,,,0.3248,,,0.1943
Lithuania,Eastern Europe,2007,121490,"Other forage products, nes",404.84,1227.68,0.3298,0.0,0.0,0.0,0.0,0.0,1227.68,0.0,0.0,0.0,0.0,0.0,404.84,,,,,,0.3298
China,East Asia,2007,121490,"Other forage products, nes",376.74,2088.08,0.1804,0.0,1796.3,0.0,0.0,8.16,283.6199999999999,0.0,338.75,0.0,0.0,3.58,34.410000000000025,,0.1886,,,0.4387,0.1213
Mongolia,East Asia,2007,121490,"Other forage products, nes",370.92,4663.0,0.0795,0.0,0.0,0.0,0.0,0.0,4663.0,0.0,0.0,0.0,0.0,0.0,370.92,,,,,,0.0795
Mexico,North America,2007,121490,"Other forage products, nes",344.56,1620.33,0.2126,0.0,1620.31,0.0,0.0,0.0,0.01999999999998181,0.0,344.36,0.0,0.0,0.0,0.19999999999998863,,0.2125,,,,10.0
Finland,Western Europe,2007,121490,"Other forage products, nes",329.79,383.423,0.8601,0.0,0.489,0.0,0.0,0.0,382.934,0.0,3.73,0.0,0.0,0.0,326.06,,7.6278,,,,0.8515
Israel,Middle East,2007,121490,"Other forage products, nes",322.0,706.008,0.4561,0.0,454.821,0.0,0.0,21.5,229.687,0.0,174.0,0.0,0.0,13.0,135.0,,0.3826,,,0.6047,0.5878
Egypt,North Africa,2007,121490,"Other forage products, nes",310.36,961.814,0.3227,0.0,70.715,0.0,0.0,0.0,891.0989999999999,0.0,22.82,0.0,0.0,0.0,287.54,,0.3227,,,,0.3227
Slovenia,Eastern Europe,2007,121490,"Other forage products, nes",309.4,2176.18,0.1422,0.527,0.0,0.0,218.575,0.0,1957.078,0.85,0.0,0.0,53.52,0.0,255.02999999999997,1.6129,,0.2449,,,0.1303
Luxembourg,Western Europe,2007,121490,"Other forage products, nes",296.03,249.048,1.1886,0.0,0.0,0.0,0.0,0.0,249.048,0.0,0.0,0.0,0.0,0.0,296.03,,,,,,1.1886
Slovakia,Eastern Europe,2007,121490,"Other forage products, nes",284.26,880.753,0.3227,0.0,0.321,0.0,8.73,0.0,871.702,0.0,21.35,0.0,8.83,0.0,254.07999999999998,,,1.0115,,,0.2915
Hong Kong (China),East Asia,2007,121490,"Other forage products, nes",257.92,552.76,0.4666,0.0,472.838,0.0,0.0,47.257,32.664999999999964,0.0,210.96,0.0,0.0,32.43,14.530000000000001,,0.4462,,,0.6862,0.4448
Macao (China),East Asia,2007,121490,"Other forage products, nes",251.26,1413.08,0.1778,0.0,347.604,0.0,0.0,128.59,936.886,0.0,115.87,0.0,0.0,61.98,73.41,,0.3333,,,0.482,0.0784
Saudi Arabia,Middle East,2007,121490,"Other forage products, nes",250.56,606.0,0.4135,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,250.56,,,,,,0.4135
Vietnam,Southeast Asia,2007,121490,"Other forage products, nes",206.21,718.794,0.2869,0.0,704.362,0.0,0.0,0.0,14.432000000000016,0.0,202.07,0.0,0.0,0.0,4.140000000000015,,0.2869,,,,0.2869
Netherlands Antilles,Central America and Caribbean,2007,121490,"Other forage products, nes",204.63,548.346,0.3732,0.0,111.544,215.519,0.0,0.0,221.28300000000002,0.0,44.38,91.14,0.0,0.0,69.10999999999999,,0.3979,,0.4229,,0.3123
Palestine,Middle East,2007,121490,"Other forage products, nes",195.28,605.173,0.3227,0.0,0.0,0.0,0.0,0.0,605.173,0.0,0.0,0.0,0.0,0.0,195.28,,,,,,0.3227
Kuwait,Middle East,2007,121490,"Other forage products, nes",188.51,618.382,0.3048,77.77,0.003,0.0,0.0,60.209,480.4,21.73,0.04,0.0,0.0,38.11,128.63,0.2794,13.3333,,,0.633,0.2678
Thailand,Southeast Asia,2007,121490,"Other forage products, nes",184.98,69.595,2.6579,0.009,3.882,0.0,0.0,0.0,65.704,0.1,12.19,0.0,0.0,0.0,172.69,11.1111,3.1401,,,,2.6283
Libya,North Africa,2007,121490,"Other forage products, nes",150.83,201.082,0.7501,0.0,0.0,0.0,0.0,0.0,201.082,0.0,0.0,0.0,0.0,0.0,150.83,,,,,,0.7501
Iceland,Western Europe,2007,121490,"Other forage products, nes",150.41,511.789,0.2939,0.0,0.0,0.0,0.0,0.0,511.789,0.0,0.0,0.0,0.0,0.0,150.41,,,,,,0.2939
Malaysia,Southeast Asia,2007,121490,"Other forage products, nes",146.49,725.239,0.202,0.0,619.779,0.0,0.0,52.26,53.200000000000045,0.0,120.79,0.0,0.0,17.99,7.710000000000008,,0.1949,,,0.3442,0.1449
Singapore,Southeast Asia,2007,121490,"Other forage products, nes",142.07,268.602,0.5289,0.0,105.31,0.0,0.0,50.84,112.45199999999997,0.0,28.59,0.0,0.0,21.86,91.61999999999999,,0.2715,,,0.43,0.8147
Andorra,Western Europe,2007,121490,"Other forage products, nes",137.39,812.961,0.169,795.781,0.0,0.0,0.0,0.0,17.180000000000064,136.14,0.0,0.0,0.0,0.0,1.25,0.1711,,,,,0.0728
Bulgaria,Eastern Europe,2007,121490,"Other forage products, nes",133.68,178.811,0.7476,0.0,0.0,0.0,0.0,0.0,178.811,0.0,0.0,0.0,0.0,0.0,133.68,,,,,,0.7476
Hungary,Eastern Europe,2007,121490,"Other forage products, nes",131.0,946.4,0.1384,0.0,0.0,0.0,0.7,0.0,945.6999999999999,0.0,0.0,0.0,1.0,0.0,130.0,,,1.4286,,,0.1375
St. Kitts and Nevis,Central America and Caribbean,2007,121490,"Other forage products, nes",111.39,106.718,1.0438,0.0,106.718,0.0,0.0,0.0,0.0,0.0,111.39,0.0,0.0,0.0,0.0,,1.0438,,,,
Czech Republic,Eastern Europe,2007,121490,"Other forage products, nes",109.15,101.672,1.0736,0.0,0.005,0.0,15.784,0.0,85.883,0.0,0.66,0.0,12.35,0.0,96.14,,,0.7824,,,1.1194
Russia,Eastern Europe,2007,121490,"Other forage products, nes",100.19,65.993,1.5182,0.0,0.0,0.0,31.852,0.0,34.14099999999999,0.0,0.0,0.0,77.23,0.0,22.959999999999994,,,2.4247,,,0.6725
