Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg
European Union,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,114014.73,356408.316,0.3199
Spain,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,79205.66,245767.0,0.3223
France,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,49419.64,153843.0,0.3212
South Africa,Sub-Saharan Africa,2023,121410,Lucerne (alfalfa) meal and pellets,46767.56,102886.0,0.4546
United States,North America,2023,121410,Lucerne (alfalfa) meal and pellets,41439.54,124830.0,0.332
Italy,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,41144.87,117493.0,0.3502
Egypt,North Africa,2023,121410,Lucerne (alfalfa) meal and pellets,38371.53,110442.0,0.3474
Canada,North America,2023,121410,Lucerne (alfalfa) meal and pellets,35780.8,99179.0,0.3608
Australia,Oceania,2023,121410,Lucerne (alfalfa) meal and pellets,6872.84,24518.3,0.2803
Netherlands,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,5734.31,13011.0,0.4407
Romania,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,4477.5,15982.0,0.2802
Czech Republic,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,2868.8,8808.79,0.3257
Argentina,South America,2023,121410,Lucerne (alfalfa) meal and pellets,2355.33,12512.3,0.1882
Bulgaria,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,2351.24,7683.09,0.306
Germany,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,1264.71,2308.47,0.5479
Mexico,North America,2023,121410,Lucerne (alfalfa) meal and pellets,1217.01,327.586,3.7151
Hungary,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,1200.69,1956.44,0.6137
Serbia,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,752.39,2638.52,0.2852
Sweden,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,659.37,830.95,0.7935
Pakistan,Central Asia,2023,121410,Lucerne (alfalfa) meal and pellets,648.39,10386.4,0.0624
Belgium,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,583.5,1347.24,0.4331
Kazakhstan,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,406.29,1453.1,0.2796
Chile,South America,2023,121410,Lucerne (alfalfa) meal and pellets,356.65,1017.6121658906172,0.3505
Ukraine,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,355.15,2116.79,0.1678
North Macedonia,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,333.16,841.66,0.3958
Lithuania,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,278.56,995.1,0.2799
United Kingdom,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,239.68,228.02,1.0511
Mozambique,Sub-Saharan Africa,2023,121410,Lucerne (alfalfa) meal and pellets,170.0,1655.75,0.1027
Greece,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,136.4,358.04,0.381
China,East Asia,2023,121410,Lucerne (alfalfa) meal and pellets,118.71,42.302,2.8063
Namibia,Sub-Saharan Africa,2023,121410,Lucerne (alfalfa) meal and pellets,91.2,919.101,0.0992
Denmark,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,84.44,64.992,1.2992
Croatia,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,64.29,200.809,0.3202
Slovakia,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,48.69,189.151,0.2574
India,Central Asia,2023,121410,Lucerne (alfalfa) meal and pellets,39.63,82.72,0.4791
Malaysia,Southeast Asia,2023,121410,Lucerne (alfalfa) meal and pellets,36.37,38.1,0.9546
Portugal,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,30.78,83.16,0.3701
Uruguay,South America,2023,121410,Lucerne (alfalfa) meal and pellets,26.88,56.0,0.48
Iceland,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,9.8,14.139,0.6931
Singapore,Southeast Asia,2023,121410,Lucerne (alfalfa) meal and pellets,8.14,8.4,0.969
Moldova,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,7.0,50.0,0.14
Colombia,South America,2023,121410,Lucerne (alfalfa) meal and pellets,6.93,11.842799999999999,0.5852
Bahrain,Middle East,2023,121410,Lucerne (alfalfa) meal and pellets,6.65,19.1372,0.3475
Kenya,Sub-Saharan Africa,2023,121410,Lucerne (alfalfa) meal and pellets,5.38,11.5,0.4678
Turkey,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,3.12,5.0,0.624
Slovenia,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,1.87,1.89863,0.9849
Switzerland,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,1.49,1.04957,1.4196
Ireland,Western Europe,2023,121410,Lucerne (alfalfa) meal and pellets,0.24,0.5,0.48
Brazil,South America,2023,121410,Lucerne (alfalfa) meal and pellets,0.04,0.015,2.6667
Armenia,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,0.02,0.002866,6.9784
Poland,Eastern Europe,2023,121410,Lucerne (alfalfa) meal and pellets,0.01,0.037417,0.2673
Nicaragua,Central America and Caribbean,2023,121410,Lucerne (alfalfa) meal and pellets,0.01,0.0035,2.8571
European Union,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,146129.31,269418.9266034746,0.5424
Spain,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,110401.76,437288.0,0.2525
Egypt,North Africa,2022,121410,Lucerne (alfalfa) meal and pellets,60494.42,195528.0,0.3094
Italy,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,56665.81,180261.0,0.3144
United States,North America,2022,121410,Lucerne (alfalfa) meal and pellets,44355.95,175862.0,0.2522
France,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,34701.36,141033.9137849387,0.246
Canada,North America,2022,121410,Lucerne (alfalfa) meal and pellets,34497.16,109186.0,0.3159
South Africa,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,33213.64,96026.4,0.3459
Oman,Middle East,2022,121410,Lucerne (alfalfa) meal and pellets,19584.36,63299.9,0.3094
Netherlands,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,6719.08,16519.624,0.4067
Australia,Oceania,2022,121410,Lucerne (alfalfa) meal and pellets,6625.21,23677.183586831652,0.2798
Bulgaria,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,2930.59,10249.3,0.2859
Argentina,South America,2022,121410,Lucerne (alfalfa) meal and pellets,2483.59,14637.5,0.1697
Czech Republic,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,2379.82,8334.9,0.2855
Serbia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,2148.58,7260.46,0.2959
Estonia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,1178.22,3862.5,0.305
Germany,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,988.78,2218.78,0.4456
Hungary,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,967.12,2717.18,0.3559
Romania,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,930.2,4042.43,0.2301
Lithuania,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,805.76,3046.11,0.2645
Chile,South America,2022,121410,Lucerne (alfalfa) meal and pellets,805.18,2155.76,0.3735
Sweden,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,804.51,1152.4,0.6981
United Kingdom,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,738.89,1412.4,0.5231
United Arab Emirates,Middle East,2022,121410,Lucerne (alfalfa) meal and pellets,665.19,1885.86,0.3527
Belgium,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,538.91,1681.02,0.3206
Mexico,North America,2022,121410,Lucerne (alfalfa) meal and pellets,519.94,272.091,1.9109
Kazakhstan,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,491.45,1892.8,0.2596
Denmark,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,484.93,1322.06,0.3668
North Macedonia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,442.26,886.33,0.499
Ukraine,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,391.26,2916.49,0.1342
Austria,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,293.11,725.18,0.4042
Pakistan,Central Asia,2022,121410,Lucerne (alfalfa) meal and pellets,290.7,1304.03,0.2229
Namibia,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,128.23,902.31,0.1421
Greece,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,113.02,266.47,0.4241
Portugal,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,87.94,269.673,0.3261
India,Central Asia,2022,121410,Lucerne (alfalfa) meal and pellets,85.94,20.675,4.1567
Slovakia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,73.54,236.46439999999998,0.311
Croatia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,67.82,228.306,0.2971
Jordan,Middle East,2022,121410,Lucerne (alfalfa) meal and pellets,47.62,153.914,0.3094
Ireland,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,5.05,16.3374,0.3091
Bahrain,Middle East,2022,121410,Lucerne (alfalfa) meal and pellets,4.5,10.94,0.4113
Kenya,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,3.62,28.47,0.1272
Slovenia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,3.2,1.79589,1.78185
Moldova,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,2.87,50.0,0.0574
Poland,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,1.94,0.204846,9.4705
Dominican Republic,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,1.46,0.79,1.8481
Switzerland,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,1.22,0.883,1.3817
Guatemala,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,1.11,3.03,0.3663
China,East Asia,2022,121410,Lucerne (alfalfa) meal and pellets,0.94,0.2,4.7
Peru,South America,2022,121410,Lucerne (alfalfa) meal and pellets,0.62,0.08,7.75
Nicaragua,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,0.04,0.0222,1.8018
European Union,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,136783.2,591875.0,0.2311
Spain,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,112015.06,486216.0,0.2304
Italy,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,55649.61,237143.0,0.2347
South Africa,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,48167.46,148768.0,0.3238
United States,North America,2021,121410,Lucerne (alfalfa) meal and pellets,46582.03,163815.0,0.2844
France,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,29549.12,118868.0,0.2486
Canada,North America,2021,121410,Lucerne (alfalfa) meal and pellets,29000.46,88709.0,0.3269
Egypt,North Africa,2021,121410,Lucerne (alfalfa) meal and pellets,18070.95,64104.5,0.2819
Oman,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,17745.01,83249.7,0.2132
Australia,Oceania,2021,121410,Lucerne (alfalfa) meal and pellets,10112.73,30555.1,0.331
Netherlands,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,8047.89,25148.1,0.32
Bulgaria,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,4733.05,19366.3,0.2444
Argentina,South America,2021,121410,Lucerne (alfalfa) meal and pellets,2366.55,13784.3,0.1717
Czech Republic,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1638.94,6412.51,0.2556
United Kingdom,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1128.49,6714.704652571857,0.1681
Romania,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1111.73,5971.65,0.1862
Hungary,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1022.71,3755.21,0.2723
Germany,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,802.2,2023.88,0.3964
Sweden,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,792.97,1301.96,0.6091
Denmark,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,674.32,1681.975,0.4009
Belgium,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,540.44,1591.09,0.3397
Lithuania,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,501.52,1979.56,0.2533
Chile,South America,2021,121410,Lucerne (alfalfa) meal and pellets,444.67,1412.64,0.3148
Kazakhstan,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,442.67,1973.5,0.2243
Ukraine,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,325.14,1664.11,0.1954
Pakistan,Central Asia,2021,121410,Lucerne (alfalfa) meal and pellets,283.16,1990.48,0.1423
Russia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,281.42,1520.03,0.1851
United Arab Emirates,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,268.78,1103.65,0.2435
North Macedonia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,259.51,1169.99,0.2218
Austria,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,163.06,499.548,0.3264
Namibia,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,146.77,914.1,0.1606
Greece,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,140.27,474.98,0.2953
Hong Kong (China),East Asia,2021,121410,Lucerne (alfalfa) meal and pellets,63.77,94.091,0.6777
Ireland,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,53.88,191.136,0.2819
Croatia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,40.86,168.503,0.2425
Portugal,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,26.93,96.515,0.279
Peru,South America,2021,121410,Lucerne (alfalfa) meal and pellets,24.41,4.36,5.5986
Azerbaijan,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,21.72,89.05,0.2439
Jordan,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,20.51,72.7633,0.2819
Slovakia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,14.3,50.16530769230769,0.2851
India,Central Asia,2021,121410,Lucerne (alfalfa) meal and pellets,10.4,2.029,5.1257
Thailand,Southeast Asia,2021,121410,Lucerne (alfalfa) meal and pellets,10.1,1.001,10.0899
Lesotho,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,8.81,29.6722,0.2969
Dominican Republic,Central America and Caribbean,2021,121410,Lucerne (alfalfa) meal and pellets,7.6,6.6473,1.1433
Cameroon,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,4.14,57.5,0.072
Latvia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,3.89,12.17,0.3196
Other Asia,Other Asia,2021,121410,Lucerne (alfalfa) meal and pellets,3.08,4.125,0.7467
Morocco,North Africa,2021,121410,Lucerne (alfalfa) meal and pellets,2.17,6.0,0.3617
China,East Asia,2021,121410,Lucerne (alfalfa) meal and pellets,1.88,0.4,4.7
Slovenia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,0.62,0.07275,8.5223
Guatemala,Central America and Caribbean,2021,121410,Lucerne (alfalfa) meal and pellets,0.48,0.509,0.943
Switzerland,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,0.25,0.155,1.6129
Indonesia,Southeast Asia,2021,121410,Lucerne (alfalfa) meal and pellets,0.2,0.189,1.0582
Singapore,Southeast Asia,2021,121410,Lucerne (alfalfa) meal and pellets,0.05,0.11351399999999999,0.4405
Poland,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,0.02,0.0767301,0.2607
Turkey,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,0.01,0.029,0.3448
European Union,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,119064.74,567708.0,0.2097
Spain,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,71569.08,321099.0,0.2229
United States,North America,2020,121410,Lucerne (alfalfa) meal and pellets,61050.69,220679.0,0.2766
Italy,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,57317.39,290465.0,0.1973
France,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,35566.72,157114.0,0.2264
South Africa,Sub-Saharan Africa,2020,121410,Lucerne (alfalfa) meal and pellets,30161.21,108241.0,0.2786
Canada,North America,2020,121410,Lucerne (alfalfa) meal and pellets,27794.04,92460.0,0.3006
Oman,Middle East,2020,121410,Lucerne (alfalfa) meal and pellets,18555.49,62739.4,0.2958
Australia,Oceania,2020,121410,Lucerne (alfalfa) meal and pellets,12911.6,40055.8,0.3223
Egypt,North Africa,2020,121410,Lucerne (alfalfa) meal and pellets,9489.24,36816.2,0.2577
Netherlands,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,7507.22,25791.2,0.2911
United Kingdom,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,3547.49,12022.4,0.2951
Argentina,South America,2020,121410,Lucerne (alfalfa) meal and pellets,2467.39,13834.8,0.1783
Bulgaria,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,1388.76,6708.58,0.207
Czech Republic,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,1383.01,5694.55,0.2429
United Arab Emirates,Middle East,2020,121410,Lucerne (alfalfa) meal and pellets,1137.36,1782.58,0.638
Hungary,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,1085.33,4608.86,0.2355
Denmark,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,870.28,2079.22,0.4186
Germany,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,779.74,2346.01,0.3324
Sweden,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,706.06,1373.63,0.514
Greece,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,619.46,2277.71,0.272
Ukraine,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,553.49,3471.35,0.1594
Chile,South America,2020,121410,Lucerne (alfalfa) meal and pellets,524.94,1554.0,0.3378
Belgium,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,438.28,1251.97,0.3501
North Macedonia,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,421.03,2117.37,0.1988
Turkey,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,327.57,1673.01,0.1958
Romania,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,164.72,841.404,0.1958
Lithuania,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,157.45,610.0,0.2581
Austria,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,139.53,428.647,0.3255
Kuwait,Middle East,2020,121410,Lucerne (alfalfa) meal and pellets,136.19,491.0,0.2774
Russia,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,90.08,435.526,0.2068
Pakistan,Central Asia,2020,121410,Lucerne (alfalfa) meal and pellets,67.11,386.053,0.1738
Ethiopia,Sub-Saharan Africa,2020,121410,Lucerne (alfalfa) meal and pellets,63.36,212.0,0.2989
Portugal,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,60.19,232.115,0.2593
Cameroon,Sub-Saharan Africa,2020,121410,Lucerne (alfalfa) meal and pellets,54.43,347.041,0.1568
Namibia,Sub-Saharan Africa,2020,121410,Lucerne (alfalfa) meal and pellets,49.82,429.6,0.116
Estonia,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,46.04,203.8,0.2259
Hong Kong (China),East Asia,2020,121410,Lucerne (alfalfa) meal and pellets,33.01,36.323,0.9088
Croatia,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,29.89,140.0,0.2135
Ireland,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,15.92,84.46,0.1885
Kazakhstan,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,13.77,81.0,0.17
Slovakia,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,12.88,173.44,0.0743
Iran,Middle East,2020,121410,Lucerne (alfalfa) meal and pellets,12.63,35.0,0.3609
New Zealand,Oceania,2020,121410,Lucerne (alfalfa) meal and pellets,10.63,10.0,1.0630000000000002
India,Central Asia,2020,121410,Lucerne (alfalfa) meal and pellets,7.62,2.36,3.2288
Poland,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,6.77,24.04,0.2816
Luxembourg,Western Europe,2020,121410,Lucerne (alfalfa) meal and pellets,6.08,27.18,0.2237
Bosnia and Herzegovina,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,4.88,25.0,0.1952
Peru,South America,2020,121410,Lucerne (alfalfa) meal and pellets,4.68,0.5893400000000001,7.9411
Belarus,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,4.0,20.26,0.1974
South Korea,East Asia,2020,121410,Lucerne (alfalfa) meal and pellets,2.98,10.5,0.28381
Lesotho,Sub-Saharan Africa,2020,121410,Lucerne (alfalfa) meal and pellets,2.76,17.108400000000003,0.1613
Singapore,Southeast Asia,2020,121410,Lucerne (alfalfa) meal and pellets,2.23,0.97,2.299
Serbia,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,0.76,2.5,0.304
Colombia,South America,2020,121410,Lucerne (alfalfa) meal and pellets,0.2,0.112,1.7857
Uganda,Sub-Saharan Africa,2020,121410,Lucerne (alfalfa) meal and pellets,0.2,1.8,0.1111
Slovenia,Eastern Europe,2020,121410,Lucerne (alfalfa) meal and pellets,0.15,0.39,0.3846
Costa Rica,Central America and Caribbean,2020,121410,Lucerne (alfalfa) meal and pellets,0.01,0.025,0.4
European Union,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,68535.17,285447.0,0.2401
Spain,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,53640.12,230850.0,0.2324
France,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,46915.92,215759.0,0.2174
South Africa,Sub-Saharan Africa,2019,121410,Lucerne (alfalfa) meal and pellets,45738.42,173630.0,0.2634
United States,North America,2019,121410,Lucerne (alfalfa) meal and pellets,43019.62,152037.0,0.283
Italy,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,30337.86,123985.0,0.2447
Canada,North America,2019,121410,Lucerne (alfalfa) meal and pellets,24004.3,79293.0,0.3027
Australia,Oceania,2019,121410,Lucerne (alfalfa) meal and pellets,16108.31,50679.6,0.3178
Netherlands,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,12452.59,43503.0,0.2862
Oman,Middle East,2019,121410,Lucerne (alfalfa) meal and pellets,9883.69,39991.0,0.2471
Egypt,North Africa,2019,121410,Lucerne (alfalfa) meal and pellets,8945.86,35821.3,0.2497
Bulgaria,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,2180.2,10709.9,0.2036
Argentina,South America,2019,121410,Lucerne (alfalfa) meal and pellets,2018.22,10684.8,0.1889
United Kingdom,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,1606.1,3017.22,0.5323
Czech Republic,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,1436.55,5820.26,0.2468
Hungary,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,1394.32,5896.37,0.2365
Ukraine,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,1074.43,6737.18,0.1595
Denmark,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,904.52,2134.0,0.4239
Germany,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,835.43,2718.82,0.3073
Sweden,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,700.44,1431.65,0.4893
Turkey,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,696.76,3889.64,0.1791
Romania,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,621.49,3215.68,0.1933
North Macedonia,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,596.75,3313.33,0.1801
Chile,South America,2019,121410,Lucerne (alfalfa) meal and pellets,579.34,1643.76,0.3524
United Arab Emirates,Middle East,2019,121410,Lucerne (alfalfa) meal and pellets,445.51,985.873,0.4519
Belgium,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,412.62,1266.13,0.3259
Greece,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,377.61,1475.86,0.2559
Estonia,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,364.73,1273.4,0.2864
Iran,Middle East,2019,121410,Lucerne (alfalfa) meal and pellets,286.77,893.334,0.321
India,Central Asia,2019,121410,Lucerne (alfalfa) meal and pellets,183.69,90.075,2.0393
Lithuania,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,166.05,667.09,0.2489
Austria,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,102.64,233.531,0.4395
Pakistan,Central Asia,2019,121410,Lucerne (alfalfa) meal and pellets,98.41,621.988,0.1582
Portugal,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,91.25,421.183,0.2167
Russia,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,83.1,590.102,0.1408
Namibia,Sub-Saharan Africa,2019,121410,Lucerne (alfalfa) meal and pellets,63.53,461.269,0.1377
Croatia,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,35.35,169.522,0.2085
Ireland,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,23.13,145.46,0.159
Kazakhstan,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,21.47,157.964,0.1359
Slovakia,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,15.28,68.38,0.2235
Brazil,South America,2019,121410,Lucerne (alfalfa) meal and pellets,8.97,44.0,0.2039
Jordan,Middle East,2019,121410,Lucerne (alfalfa) meal and pellets,4.66,16.65,0.2799
Cameroon,Sub-Saharan Africa,2019,121410,Lucerne (alfalfa) meal and pellets,4.65,58.0,0.0802
New Zealand,Oceania,2019,121410,Lucerne (alfalfa) meal and pellets,2.98,2.9298800000000003,1.01711
Switzerland,Western Europe,2019,121410,Lucerne (alfalfa) meal and pellets,1.44,0.75,1.92
Peru,South America,2019,121410,Lucerne (alfalfa) meal and pellets,1.0,0.45970999999999995,2.1753
Lesotho,Sub-Saharan Africa,2019,121410,Lucerne (alfalfa) meal and pellets,0.79,1.2695699999999999,0.6223
Moldova,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,0.17,0.23800000000000002,0.7143
Singapore,Southeast Asia,2019,121410,Lucerne (alfalfa) meal and pellets,0.12,0.03,4.0
Slovenia,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,0.11,0.3,0.3667
Poland,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,0.07,0.05,1.4
Serbia,Eastern Europe,2019,121410,Lucerne (alfalfa) meal and pellets,0.02,0.1,0.2
Trinidad and Tobago,Central America and Caribbean,2019,121410,Lucerne (alfalfa) meal and pellets,0.01,0.04,0.25
Spain,Western Europe,2018,121410,Lucerne (alfalfa) meal and pellets,76507.33,342309.0,0.2235
European Union,Western Europe,2018,121410,Lucerne (alfalfa) meal and pellets,72860.82,301178.0,0.2419
France,Western Europe,2018,121410,Lucerne (alfalfa) meal and pellets,53510.58,218021.0,0.2454
United States,North America,2018,121410,Lucerne (alfalfa) meal and pellets,44815.76,165422.0,0.2709
