Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg
Mozambique,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,2.0,0.401,4.9875
Vanuatu,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,1.28,0.423,3.026
Chile,South America,2011,121410,Lucerne (alfalfa) meal and pellets,0.81,0.312955,2.5882
Zambia,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,0.73,2.3785700000000003,0.3069
Papua New Guinea,Oceania,2011,121410,Lucerne (alfalfa) meal and pellets,0.21,0.005,42.0
Seychelles,Sub-Saharan Africa,2011,121410,Lucerne (alfalfa) meal and pellets,0.15,0.00601,24.9584
Antigua and Barbuda,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,0.08,0.061,1.3115
Montenegro,Eastern Europe,2011,121410,Lucerne (alfalfa) meal and pellets,0.04,0.018,2.2222
St. Kitts and Nevis,Central America and Caribbean,2011,121410,Lucerne (alfalfa) meal and pellets,0.01,0.004,2.5
Japan,East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,37647.91,109168.0,0.3449
Saudi Arabia,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,25113.37,87022.0,0.2886
Belgium,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,12914.86,74601.3,0.1731
Germany,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,10408.01,55405.0,0.1879
United States,North America,2010,121410,Lucerne (alfalfa) meal and pellets,9180.16,32008.0,0.2868
Morocco,North Africa,2010,121410,Lucerne (alfalfa) meal and pellets,8908.98,51707.2,0.1723
United Kingdom,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,8405.42,27888.2,0.3014
France,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,7894.54,36579.0,0.2158
Other Asia,Other Asia,2010,121410,Lucerne (alfalfa) meal and pellets,7199.42,45358.8,0.1587
Tunisia,North Africa,2010,121410,Lucerne (alfalfa) meal and pellets,6517.94,44386.6,0.1468
Portugal,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,5340.06,30729.1,0.1738
South Korea,East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,4405.52,19602.1,0.2247
Oman,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,3622.43,11115.2,0.3259
Libya,North Africa,2010,121410,Lucerne (alfalfa) meal and pellets,2740.79,4790.36,0.5721
Italy,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2631.06,14104.7,0.1865
Netherlands,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2586.57,12925.5,0.2001
Greece,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2546.49,15049.6,0.1692
Hong Kong (China),East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,2383.91,3627.5,0.6572
Cyprus,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2255.46,10474.6,0.2153
Kuwait,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,2220.8,6784.37,0.3273
Turkey,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,2188.26,11550.0,0.1895
Qatar,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,2069.57,7200.13,0.2874
China,East Asia,2010,121410,Lucerne (alfalfa) meal and pellets,2027.38,3426.11,0.5917
Jordan,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,1986.58,7177.16,0.2768
European Union,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1833.48,4073.92,0.4501
Sweden,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1582.47,4739.75,0.3339
Uruguay,South America,2010,121410,Lucerne (alfalfa) meal and pellets,1547.78,6570.5,0.2356
Austria,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1270.69,5874.6,0.2163
Switzerland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1179.62,5184.48,0.2275
Ireland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1019.84,4272.83,0.2387
Malta,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1004.41,5168.11,0.1943
Croatia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,940.95,4377.64,0.2149
Colombia,South America,2010,121410,Lucerne (alfalfa) meal and pellets,686.13,2202.17,0.3116
Malaysia,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,684.15,2162.13,0.3164
Bahamas,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,682.25,133.238,5.1205
Romania,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,675.95,2418.22,0.2795
Singapore,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,668.19,1380.35,0.4841
Botswana,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,635.3,3352.16,0.1895
Namibia,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,604.49,2097.18,0.2882
Poland,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,546.45,2958.98,0.1847
Norway,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,527.0,1358.16,0.388
Slovenia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,491.79,2205.74,0.223
Ecuador,South America,2010,121410,Lucerne (alfalfa) meal and pellets,480.93,1084.52,0.4434
Bosnia and Herzegovina,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,477.02,2065.43,0.231
Canada,North America,2010,121410,Lucerne (alfalfa) meal and pellets,439.99,1606.09,0.274
Philippines,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,403.06,893.575,0.4511
Venezuela,South America,2010,121410,Lucerne (alfalfa) meal and pellets,370.69,767.27,0.4831
Lebanon,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,325.04,2434.66,0.1335
Latvia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,301.27,1039.57,0.2898
Dominican Republic,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,287.53,1039.43,0.2766
Finland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,218.61,709.473,0.3081
Israel,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,212.0,585.912,0.3618
Bahrain,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,203.9,662.075,0.308
Luxembourg,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,175.05,615.882,0.2842
Mexico,North America,2010,121410,Lucerne (alfalfa) meal and pellets,155.6,611.535,0.2544
Bermuda,North America,2010,121410,Lucerne (alfalfa) meal and pellets,151.23,546.712,0.2766
Pakistan,Central Asia,2010,121410,Lucerne (alfalfa) meal and pellets,144.36,25.0,5.7744
Denmark,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,141.79,204.762,0.6925
South Africa,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,132.87,804.557,0.1651
Brazil,South America,2010,121410,Lucerne (alfalfa) meal and pellets,121.42,421.0,0.2884
Peru,South America,2010,121410,Lucerne (alfalfa) meal and pellets,120.43,415.72,0.2897
New Caledonia,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,116.59,171.521,0.6797
Indonesia,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,107.11,425.616,0.2517
Panama,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,103.19,307.204,0.3359
Barbados,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,100.77,135.204,0.7453
Lesotho,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,95.6,364.378,0.2624
Thailand,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,92.43,295.641,0.3126
Iceland,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,89.44,216.42,0.4133
Mauritius,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,89.05,149.954,0.5938
Palestine,Middle East,2010,121410,Lucerne (alfalfa) meal and pellets,70.0,272.927,0.2565
Cambodia,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,64.72,3.317,19.5116
Serbia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,62.41,281.288,0.2219
Guatemala,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,58.65,109.507,0.5356
Hungary,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,53.0,208.2,0.2546
Paraguay,South America,2010,121410,Lucerne (alfalfa) meal and pellets,51.45,185.09,0.278
New Zealand,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,50.11,78.513,0.6382
Ukraine,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,45.8,196.79,0.2327
Eswatini,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,44.73,194.21,0.2303
Jamaica,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,42.16,56.828,0.7419
Spain,Western Europe,2010,121410,Lucerne (alfalfa) meal and pellets,41.39,239.57,0.1728
Trinidad and Tobago,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,41.08,55.043,0.7463
French Polynesia,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,37.19,74.675,0.498
Vanuatu,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,27.75,48.0,0.5781
Australia,Oceania,2010,121410,Lucerne (alfalfa) meal and pellets,25.57,11.173,2.2886
Slovakia,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,21.77,7.932,2.7446
Czech Republic,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,20.38,101.19,0.2014
Honduras,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,19.5,37.983,0.5134
India,Central Asia,2010,121410,Lucerne (alfalfa) meal and pellets,18.71,1.488,12.5739
Greenland,North America,2010,121410,Lucerne (alfalfa) meal and pellets,13.43,37.1,0.362
Costa Rica,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,9.65,20.53,0.47
Chile,South America,2010,121410,Lucerne (alfalfa) meal and pellets,6.51,28.02,0.2323
Gabon,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,5.05,8.0,0.6312
Angola,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,4.75,62.035,0.0766
Laos,Southeast Asia,2010,121410,Lucerne (alfalfa) meal and pellets,3.82,13.803,0.2768
Belize,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,3.36,10.9001,0.3083
St. Lucia,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,3.21,0.01,321.0
Lithuania,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,3.2,11.69,0.2737
Grenada,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,1.95,1.004,1.9422
Mauritania,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,1.74,12.5,0.1392
Albania,Eastern Europe,2010,121410,Lucerne (alfalfa) meal and pellets,1.71,7.035,0.2431
Zimbabwe,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,1.63,0.709,2.299
Antigua and Barbuda,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,1.15,2.249,0.5113
Burkina Faso,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.88,2.358,0.3732
Nicaragua,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,0.81,0.089,9.1011
Zambia,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.62,2.4320399999999998,0.2549
Cape Verde,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.54,1.007,0.5362
Argentina,South America,2010,121410,Lucerne (alfalfa) meal and pellets,0.4,1.39,0.2878
Aruba,Central America and Caribbean,2010,121410,Lucerne (alfalfa) meal and pellets,0.33,1.0,0.33
Seychelles,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.04,0.00185,21.6216
Kenya,Sub-Saharan Africa,2010,121410,Lucerne (alfalfa) meal and pellets,0.03,0.003,10.0
Japan,East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,33681.65,100198.0,0.3362
Belgium,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,22549.92,110123.0,0.2048
Saudi Arabia,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,19689.14,51629.0,0.3814
United States,North America,2009,121410,Lucerne (alfalfa) meal and pellets,12000.77,37891.0,0.3167
Germany,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,11228.81,49332.7,0.2276
United Kingdom,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,9747.83,24201.8,0.4028
Oman,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,8829.08,36706.8,0.2405
Other Asia,Other Asia,2009,121410,Lucerne (alfalfa) meal and pellets,6587.61,42225.2,0.156
Morocco,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,6314.95,35612.8,0.1773
Jordan,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,5478.04,16762.2,0.3268
Portugal,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,5086.92,23238.9,0.2189
France,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,5056.33,21871.1,0.2312
South Korea,East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,5003.71,21534.1,0.2324
Greece,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,4017.08,19326.2,0.2079
Tunisia,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,3752.11,22674.6,0.1655
Italy,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,2829.77,13076.3,0.2164
Cyprus,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,2770.09,11725.1,0.2363
Netherlands,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,2535.88,7759.52,0.3268
European Union,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1985.35,4262.71,0.4657
Sweden,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1778.46,5949.0,0.299
Uruguay,South America,2009,121410,Lucerne (alfalfa) meal and pellets,1758.12,8184.39,0.2148
Austria,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1449.81,5148.4,0.2816
Hong Kong (China),East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,1307.7,2724.24,0.48
Croatia,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1300.81,5262.06,0.2472
Ireland,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1255.78,5820.13,0.2158
China,East Asia,2009,121410,Lucerne (alfalfa) meal and pellets,1219.4,133.585,9.1283
Switzerland,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1187.13,4684.08,0.2534
Malta,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,1117.41,3849.76,0.2903
Libya,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,799.49,998.442,0.8007
Venezuela,South America,2009,121410,Lucerne (alfalfa) meal and pellets,780.97,1354.93,0.5764
Singapore,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,769.23,1563.51,0.492
Israel,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,677.0,2137.66,0.3167
Poland,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,606.23,2891.71,0.2096
Botswana,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,561.07,2710.14,0.207
Lebanon,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,525.42,3243.54,0.162
Bosnia and Herzegovina,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,525.23,2082.05,0.2523
Slovenia,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,484.84,1788.77,0.271
Romania,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,422.74,1463.46,0.2889
Malaysia,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,412.41,2444.36,0.1687
Namibia,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,369.64,1175.84,0.3144
Philippines,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,345.04,993.859,0.3472
Dominican Republic,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,344.74,572.83,0.6018
Norway,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,321.72,716.761,0.4489
Bahamas,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,305.11,67.188,4.5411
Spain,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,261.97,1380.61,0.1897
Latvia,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,253.13,780.16,0.3245
Lesotho,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,231.19,791.9714799999999,0.2919
Finland,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,199.75,654.723,0.3051
Bahrain,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,187.78,491.182,0.3823
Mexico,North America,2009,121410,Lucerne (alfalfa) meal and pellets,184.22,516.708,0.3565
Hungary,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,173.0,660.5,0.2619
Luxembourg,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,144.05,454.446,0.317
New Zealand,Oceania,2009,121410,Lucerne (alfalfa) meal and pellets,132.9,204.45,0.65
Denmark,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,114.0,358.24,0.3182
Brazil,South America,2009,121410,Lucerne (alfalfa) meal and pellets,113.93,415.949,0.2739
Cambodia,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,109.58,9.79,11.1931
Slovakia,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,102.71,154.053,0.6667
Panama,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,100.06,300.292,0.3332
Barbados,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,94.41,131.098,0.7201
Thailand,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,93.2,273.614,0.3406
Ecuador,South America,2009,121410,Lucerne (alfalfa) meal and pellets,81.15,260.0,0.3121
Mauritius,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,80.25,138.444,0.5797
Guatemala,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,79.19,148.677,0.5326
New Caledonia,Oceania,2009,121410,Lucerne (alfalfa) meal and pellets,75.27,111.37,0.6759
Canada,North America,2009,121410,Lucerne (alfalfa) meal and pellets,52.74,235.739,0.2237
India,Central Asia,2009,121410,Lucerne (alfalfa) meal and pellets,45.81,3.691,12.4113
Trinidad and Tobago,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,44.61,94.849,0.4703
French Polynesia,Oceania,2009,121410,Lucerne (alfalfa) meal and pellets,43.82,76.877,0.57
Colombia,South America,2009,121410,Lucerne (alfalfa) meal and pellets,41.2,130.0,0.3169
Peru,South America,2009,121410,Lucerne (alfalfa) meal and pellets,39.76,129.91,0.3061
Iceland,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,37.12,116.04,0.3199
Australia,Oceania,2009,121410,Lucerne (alfalfa) meal and pellets,34.98,19.115,1.83
Chile,South America,2009,121410,Lucerne (alfalfa) meal and pellets,33.96,140.98,0.2409
Jamaica,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,30.0,50.074,0.5991
Indonesia,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,22.78,118.181,0.1928
Honduras,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,20.37,37.487,0.5434
Greenland,North America,2009,121410,Lucerne (alfalfa) meal and pellets,20.03,60.0,0.3338
South Africa,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,19.0,1.258,15.1033
St. Kitts and Nevis,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,18.88,25.841,0.7306
Egypt,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,18.63,70.0942,0.2658
Eswatini,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,17.4,65.4647,0.2658
Algeria,North Africa,2009,121410,Lucerne (alfalfa) meal and pellets,13.12,49.02,0.2676
Faroe Islands,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,11.63,33.516,0.347
Grenada,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,9.83,6.792,1.4473
Brunei,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,7.64,23.371,0.3269
Paraguay,South America,2009,121410,Lucerne (alfalfa) meal and pellets,7.41,28.5,0.26
Vietnam,Southeast Asia,2009,121410,Lucerne (alfalfa) meal and pellets,4.44,13.575,0.3271
Ukraine,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,3.31,16.8,0.197
Czech Republic,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,2.42,1.28,1.8906
Belize,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,2.06,8.53688,0.2413
Gabon,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,1.71,2.0,0.855
Cape Verde,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,1.47,3.4,0.4324
Tanzania,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,1.34,2.512,0.5334
Zambia,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,1.22,4.59134,0.2657
Palestine,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,0.99,3.7355500000000004,0.265
Andorra,Western Europe,2009,121410,Lucerne (alfalfa) meal and pellets,0.8,4.478,0.1787
Lithuania,Eastern Europe,2009,121410,Lucerne (alfalfa) meal and pellets,0.56,0.234,2.3932
Mozambique,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,0.42,1.299,0.3233
Zimbabwe,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,0.32,0.038,8.4211
Fiji,Oceania,2009,121410,Lucerne (alfalfa) meal and pellets,0.26,0.119,2.1849
Antigua and Barbuda,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,0.23,0.079,2.9114
El Salvador,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,0.21,0.567,0.3704
Nicaragua,Central America and Caribbean,2009,121410,Lucerne (alfalfa) meal and pellets,0.12,0.052,2.3077
Djibouti,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,0.09,0.083,1.0843
Seychelles,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,0.05,0.00281,17.7936
Gambia,Sub-Saharan Africa,2009,121410,Lucerne (alfalfa) meal and pellets,0.05,0.167,0.2994
Yemen,Middle East,2009,121410,Lucerne (alfalfa) meal and pellets,0.05,0.005,10.0
United Arab Emirates,Middle East,2008,121410,Lucerne (alfalfa) meal and pellets,97798.4,302531.0,0.3233
Japan,East Asia,2008,121410,Lucerne (alfalfa) meal and pellets,49005.31,136890.0,0.358
Belgium,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,25650.67,99334.9,0.2582
Saudi Arabia,Middle East,2008,121410,Lucerne (alfalfa) meal and pellets,20866.16,59656.0,0.3498
Germany,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,16070.87,60704.3,0.2647
United States,North America,2008,121410,Lucerne (alfalfa) meal and pellets,14672.02,43975.0,0.3336
Cyprus,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,10952.08,35029.6,0.3127
United Kingdom,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,10521.41,29071.4,0.3619
Greece,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,10450.74,33786.7,0.3093
Portugal,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,9884.99,36318.1,0.2722
Oman,Middle East,2008,121410,Lucerne (alfalfa) meal and pellets,9726.1,30095.3,0.3232
Tunisia,North Africa,2008,121410,Lucerne (alfalfa) meal and pellets,9558.11,33584.9,0.2846
Other Asia,Other Asia,2008,121410,Lucerne (alfalfa) meal and pellets,8243.99,54911.5,0.1501
France,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,7650.36,27030.1,0.283
Morocco,North Africa,2008,121410,Lucerne (alfalfa) meal and pellets,7474.96,25474.8,0.2934
South Korea,East Asia,2008,121410,Lucerne (alfalfa) meal and pellets,5659.18,23157.5,0.2444
Netherlands,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,4463.19,17307.9,0.2579
Denmark,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,4209.56,13954.6,0.3017
Sweden,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,3827.77,12475.0,0.3068
European Union,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,2710.93,5055.39,0.5362
Croatia,Eastern Europe,2008,121410,Lucerne (alfalfa) meal and pellets,2464.13,7885.55,0.3125
Austria,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,2421.45,7685.7,0.3151
Italy,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,2381.39,7353.26,0.3239
Kuwait,Middle East,2008,121410,Lucerne (alfalfa) meal and pellets,2338.2,9063.74,0.258
Malta,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,2247.98,8385.89,0.2681
Qatar,Middle East,2008,121410,Lucerne (alfalfa) meal and pellets,2197.79,8536.0,0.2575
Ireland,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,1721.06,6428.05,0.2677
Switzerland,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,1489.75,4879.29,0.3053
Spain,Western Europe,2008,121410,Lucerne (alfalfa) meal and pellets,1270.07,5135.18,0.2473
Poland,Eastern Europe,2008,121410,Lucerne (alfalfa) meal and pellets,1233.46,4198.34,0.2938
Hong Kong (China),East Asia,2008,121410,Lucerne (alfalfa) meal and pellets,1049.47,2192.46,0.4787
Venezuela,South America,2008,121410,Lucerne (alfalfa) meal and pellets,1039.76,2243.93,0.4634
Slovenia,Eastern Europe,2008,121410,Lucerne (alfalfa) meal and pellets,1022.68,3302.53,0.3097
Romania,Eastern Europe,2008,121410,Lucerne (alfalfa) meal and pellets,969.23,2362.53,0.4103
Uruguay,South America,2008,121410,Lucerne (alfalfa) meal and pellets,951.65,4249.47,0.2239
Hungary,Eastern Europe,2008,121410,Lucerne (alfalfa) meal and pellets,937.0,3305.4,0.2835
Jordan,Middle East,2008,121410,Lucerne (alfalfa) meal and pellets,907.26,3770.49,0.2406
Mexico,North America,2008,121410,Lucerne (alfalfa) meal and pellets,781.16,2517.06,0.3103
Singapore,Southeast Asia,2008,121410,Lucerne (alfalfa) meal and pellets,710.4,1682.38,0.4223
Bosnia and Herzegovina,Eastern Europe,2008,121410,Lucerne (alfalfa) meal and pellets,615.65,1953.61,0.3151
Chile,South America,2008,121410,Lucerne (alfalfa) meal and pellets,545.64,2115.45,0.2579
Slovakia,Eastern Europe,2008,121410,Lucerne (alfalfa) meal and pellets,543.75,1333.68,0.4077
Namibia,Sub-Saharan Africa,2008,121410,Lucerne (alfalfa) meal and pellets,466.67,1766.26,0.2642
Israel,Middle East,2008,121410,Lucerne (alfalfa) meal and pellets,443.0,1060.96,0.4175
Philippines,Southeast Asia,2008,121410,Lucerne (alfalfa) meal and pellets,423.44,993.07,0.4264
