Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg
New Zealand,Oceania,2022,121490,"Other forage products, nes",71.08,157.532,0.4512
Bermuda,North America,2022,121490,"Other forage products, nes",289.08,646.65,0.447
Japan,East Asia,2022,121490,"Other forage products, nes",986655.35,2224310.0,0.4436
Ecuador,South America,2022,121490,"Other forage products, nes",375.1,908.083,0.4131
Qatar,Middle East,2022,121490,"Other forage products, nes",11924.21,29033.0,0.4107
South Korea,East Asia,2022,121490,"Other forage products, nes",443775.76,1088570.0,0.4077
Lesotho,Sub-Saharan Africa,2022,121490,"Other forage products, nes",2485.94,6109.93,0.4069
Other Asia,Other Asia,2022,121490,"Other forage products, nes",111636.51,280421.0,0.3981
France,Western Europe,2022,121490,"Other forage products, nes",19401.38,48795.3,0.3976
Laos,Southeast Asia,2022,121490,"Other forage products, nes",219.24,558.77,0.3924
Turkey,Eastern Europe,2022,121490,"Other forage products, nes",81.76,216.0,0.3785
Croatia,Eastern Europe,2022,121490,"Other forage products, nes",2000.92,5287.52,0.3784
Greece,Western Europe,2022,121490,"Other forage products, nes",4673.97,12548.7,0.3725
Armenia,Eastern Europe,2022,121490,"Other forage products, nes",41.67,116.699,0.3571
Suriname,South America,2022,121490,"Other forage products, nes",8.35,23.54,0.3547
Tanzania,Sub-Saharan Africa,2022,121490,"Other forage products, nes",8.66,24.75,0.3499
El Salvador,Central America and Caribbean,2022,121490,"Other forage products, nes",14.71,43.904,0.335
Morocco,North Africa,2022,121490,"Other forage products, nes",573.08,1713.35,0.3345
Finland,Western Europe,2022,121490,"Other forage products, nes",979.82,2967.65,0.3302
Malta,Western Europe,2022,121490,"Other forage products, nes",4597.41,14099.8,0.3261
United States,North America,2022,121490,"Other forage products, nes",153463.19,476889.0,0.3218
Uzbekistan,Central Asia,2022,121490,"Other forage products, nes",102.61,319.598,0.3211
Belgium,Western Europe,2022,121490,"Other forage products, nes",16767.49,52814.2,0.3175
Estonia,Eastern Europe,2022,121490,"Other forage products, nes",642.83,2035.74,0.3158
Benin,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.43,1.38,0.3116
Bahrain,Middle East,2022,121490,"Other forage products, nes",508.65,1671.19,0.3044
Angola,Sub-Saharan Africa,2022,121490,"Other forage products, nes",10.72,35.852,0.299
United Arab Emirates,Middle East,2022,121490,"Other forage products, nes",275645.31,929534.0,0.2965
Portugal,Western Europe,2022,121490,"Other forage products, nes",5730.82,19689.5,0.2911
Niger,Sub-Saharan Africa,2022,121490,"Other forage products, nes",8.07,29.44,0.2741
Switzerland,Western Europe,2022,121490,"Other forage products, nes",70830.19,263870.0,0.2684
Luxembourg,Western Europe,2022,121490,"Other forage products, nes",2050.54,7681.18,0.267
Bulgaria,Eastern Europe,2022,121490,"Other forage products, nes",503.83,1933.58,0.2606
Spain,Western Europe,2022,121490,"Other forage products, nes",14913.99,57958.56234932378,0.2573
Norway,Western Europe,2022,121490,"Other forage products, nes",4699.77,18975.1,0.2477
North Macedonia,Eastern Europe,2022,121490,"Other forage products, nes",22.52,93.71,0.2403
Azerbaijan,Eastern Europe,2022,121490,"Other forage products, nes",16.96,72.6,0.2336
Netherlands,Western Europe,2022,121490,"Other forage products, nes",41239.22,180328.0,0.2287
Canada,North America,2022,121490,"Other forage products, nes",19851.2,88414.1,0.2245
Montenegro,Eastern Europe,2022,121490,"Other forage products, nes",262.22,1248.69,0.21
Uganda,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.9,4.5,0.2
Andorra,Western Europe,2022,121490,"Other forage products, nes",87.81,446.485,0.1967
Brazil,South America,2022,121490,"Other forage products, nes",331.64,1814.1,0.1828
Paraguay,South America,2022,121490,"Other forage products, nes",45.14,283.03,0.1595
Kazakhstan,Eastern Europe,2022,121490,"Other forage products, nes",108.47,771.937,0.1405
Botswana,Sub-Saharan Africa,2022,121490,"Other forage products, nes",360.52,2613.43,0.1379
Slovenia,Eastern Europe,2022,121490,"Other forage products, nes",1544.42,11449.0,0.1349
Eswatini,Sub-Saharan Africa,2022,121490,"Other forage products, nes",38.85,313.53,0.1239
Namibia,Sub-Saharan Africa,2022,121490,"Other forage products, nes",81.19,836.96,0.097
Latvia,Eastern Europe,2022,121490,"Other forage products, nes",732.52,8943.71,0.0819
Guatemala,Central America and Caribbean,2022,121490,"Other forage products, nes",6.05,147.409,0.041
Zambia,Sub-Saharan Africa,2022,121490,"Other forage products, nes",0.44,15.0,0.0293
Uruguay,South America,2021,121490,"Other forage products, nes",0.0,0.0,
Ethiopia,Sub-Saharan Africa,2021,121490,"Other forage products, nes",396.42,3.334,118.9022
Uganda,Sub-Saharan Africa,2021,121490,"Other forage products, nes",0.12,0.01,12.0
Chile,South America,2021,121490,"Other forage products, nes",129.54,24.431,5.3023
Burundi,Sub-Saharan Africa,2021,121490,"Other forage products, nes",1.91,0.376,5.0798
Mexico,North America,2021,121490,"Other forage products, nes",40.15,9.671,4.1516
El Salvador,Central America and Caribbean,2021,121490,"Other forage products, nes",0.41,0.101,4.0594
Nigeria,Sub-Saharan Africa,2021,121490,"Other forage products, nes",3.97,1.0,3.97
Argentina,South America,2021,121490,"Other forage products, nes",13.71,3.805,3.6032
Cameroon,Sub-Saharan Africa,2021,121490,"Other forage products, nes",9.02,2.932,3.0764
Peru,South America,2021,121490,"Other forage products, nes",43.35,15.59,2.7806
Panama,Central America and Caribbean,2021,121490,"Other forage products, nes",48.38,20.231,2.3914
Guyana,South America,2021,121490,"Other forage products, nes",0.42,0.2,2.1
Russia,Eastern Europe,2021,121490,"Other forage products, nes",690.77,378.973,1.8227
Czech Republic,Eastern Europe,2021,121490,"Other forage products, nes",2627.59,1510.34,1.7397
Ukraine,Eastern Europe,2021,121490,"Other forage products, nes",82.26,48.531,1.695
Sao Tome and Principe,Sub-Saharan Africa,2021,121490,"Other forage products, nes",1.01,0.662,1.5257
Bahamas,Central America and Caribbean,2021,121490,"Other forage products, nes",148.78,103.611,1.4359
Papua New Guinea,Oceania,2021,121490,"Other forage products, nes",21.74,15.15,1.435
Ireland,Western Europe,2021,121490,"Other forage products, nes",4788.09,3415.42,1.4019
Grenada,Central America and Caribbean,2021,121490,"Other forage products, nes",152.23,112.24,1.3563
St. Vincent and the Grenadines,Central America and Caribbean,2021,121490,"Other forage products, nes",1.36,1.022,1.3307
Azerbaijan,Eastern Europe,2021,121490,"Other forage products, nes",1.66,1.26,1.3175
United Kingdom,Western Europe,2021,121490,"Other forage products, nes",4892.42,4539.59,1.0777
Slovakia,Eastern Europe,2021,121490,"Other forage products, nes",1562.0,1505.24,1.0377
Sweden,Western Europe,2021,121490,"Other forage products, nes",944.67,911.019,1.0369
Poland,Eastern Europe,2021,121490,"Other forage products, nes",3547.4,3498.6,1.0139
Antigua and Barbuda,Central America and Caribbean,2021,121490,"Other forage products, nes",11.49,12.257,0.9374
Gabon,Sub-Saharan Africa,2021,121490,"Other forage products, nes",30.67,33.322,0.9204
Belarus,Eastern Europe,2021,121490,"Other forage products, nes",132.1,145.861,0.9057
Mozambique,Sub-Saharan Africa,2021,121490,"Other forage products, nes",7.74,8.688143968871595,0.8909
Denmark,Western Europe,2021,121490,"Other forage products, nes",6258.4,7329.05,0.8539
Maldives,Central Asia,2021,121490,"Other forage products, nes",18.91,22.636,0.8354
Barbados,Central America and Caribbean,2021,121490,"Other forage products, nes",59.04,76.451,0.7723
Niger,Sub-Saharan Africa,2021,121490,"Other forage products, nes",9.96,13.08,0.7615
Bermuda,North America,2021,121490,"Other forage products, nes",215.2,282.65,0.7614
Nepal,Central Asia,2021,121490,"Other forage products, nes",2.65,3.49,0.7593
Brunei,Southeast Asia,2021,121490,"Other forage products, nes",406.14,540.432,0.7515
Trinidad and Tobago,Central America and Caribbean,2021,121490,"Other forage products, nes",10.92,14.852,0.7353
French Polynesia,Oceania,2021,121490,"Other forage products, nes",87.96,123.398,0.7128
Singapore,Southeast Asia,2021,121490,"Other forage products, nes",1571.65,2216.84,0.709
European Union,Western Europe,2021,121490,"Other forage products, nes",14835.99,20950.8,0.7081
Cuba,Central America and Caribbean,2021,121490,"Other forage products, nes",201.17,296.25,0.6791
Serbia,Eastern Europe,2021,121490,"Other forage products, nes",103.43,154.054,0.6714
Hong Kong (China),East Asia,2021,121490,"Other forage products, nes",2990.85,4501.44,0.6644
Lebanon,Middle East,2021,121490,"Other forage products, nes",107.58,162.93,0.6603
Seychelles,Sub-Saharan Africa,2021,121490,"Other forage products, nes",8.21,12.807,0.6411
Dominican Republic,Central America and Caribbean,2021,121490,"Other forage products, nes",21.37,33.762,0.633
Aruba,Central America and Caribbean,2021,121490,"Other forage products, nes",281.1,470.419,0.5976
North Macedonia,Eastern Europe,2021,121490,"Other forage products, nes",21.53,36.767,0.5856
Austria,Western Europe,2021,121490,"Other forage products, nes",13260.6,24321.8,0.5452
Lesotho,Sub-Saharan Africa,2021,121490,"Other forage products, nes",1298.47,2457.16,0.5284
Thailand,Southeast Asia,2021,121490,"Other forage products, nes",1555.13,3011.13,0.5165
Australia,Oceania,2021,121490,"Other forage products, nes",1728.16,3352.44,0.5155
Macao (China),East Asia,2021,121490,"Other forage products, nes",116.08,229.148,0.5066
Costa Rica,Central America and Caribbean,2021,121490,"Other forage products, nes",23.26,46.34,0.5019
Hungary,Eastern Europe,2021,121490,"Other forage products, nes",763.03,1533.57,0.4976
Lithuania,Eastern Europe,2021,121490,"Other forage products, nes",1198.76,2462.89,0.4867
Moldova,Eastern Europe,2021,121490,"Other forage products, nes",15.2,31.846,0.4773
South Africa,Sub-Saharan Africa,2021,121490,"Other forage products, nes",147.3,316.614,0.4652
Greece,Western Europe,2021,121490,"Other forage products, nes",1026.06,2236.37,0.4588
Georgia,Eastern Europe,2021,121490,"Other forage products, nes",54.04,118.055,0.4578
Malaysia,Southeast Asia,2021,121490,"Other forage products, nes",2607.15,5743.35,0.4539
Liberia,Sub-Saharan Africa,2021,121490,"Other forage products, nes",0.54,1.206,0.4478
Italy,Western Europe,2021,121490,"Other forage products, nes",6401.78,14507.4,0.4413
Iceland,Western Europe,2021,121490,"Other forage products, nes",748.49,1712.38,0.4371
Cayman Islands,North America,2021,121490,"Other forage products, nes",19.96,45.672,0.437
Uzbekistan,Central Asia,2021,121490,"Other forage products, nes",1.4,3.21,0.4361
Germany,Western Europe,2021,121490,"Other forage products, nes",34447.5,79855.3,0.4314
India,Central Asia,2021,121490,"Other forage products, nes",561.24,1302.77,0.4308
Oman,Middle East,2021,121490,"Other forage products, nes",5050.56,11743.9,0.4301
Djibouti,Sub-Saharan Africa,2021,121490,"Other forage products, nes",2033.05,4822.12,0.4216
Mauritius,Sub-Saharan Africa,2021,121490,"Other forage products, nes",508.05,1218.98,0.4168
Cape Verde,Sub-Saharan Africa,2021,121490,"Other forage products, nes",4.75,11.611,0.4091
Sri Lanka,Central Asia,2021,121490,"Other forage products, nes",248.28,609.78,0.4072
Colombia,South America,2021,121490,"Other forage products, nes",21.04,52.0,0.4046
New Zealand,Oceania,2021,121490,"Other forage products, nes",102.54,257.813,0.3977
Israel,Middle East,2021,121490,"Other forage products, nes",194.0,487.792,0.3977
Vietnam,Southeast Asia,2021,121490,"Other forage products, nes",15305.05,38482.9,0.3977
Jordan,Middle East,2021,121490,"Other forage products, nes",2242.51,5638.55,0.3977
Philippines,Southeast Asia,2021,121490,"Other forage products, nes",3233.69,8130.77,0.3977
Palestine,Middle East,2021,121490,"Other forage products, nes",450.41,1132.52,0.3977
Indonesia,Southeast Asia,2021,121490,"Other forage products, nes",4071.61,10253.5,0.3971
Saudi Arabia,Middle East,2021,121490,"Other forage products, nes",214751.5,546344.505009325,0.3931
Bosnia and Herzegovina,Eastern Europe,2021,121490,"Other forage products, nes",25.57,65.784,0.3887
Cyprus,Western Europe,2021,121490,"Other forage products, nes",266.18,685.4,0.3884
Romania,Eastern Europe,2021,121490,"Other forage products, nes",5068.0,13090.6,0.3871
Kuwait,Middle East,2021,121490,"Other forage products, nes",8517.01,22504.2,0.3785
China,East Asia,2021,121490,"Other forage products, nes",752527.83,1992070.0,0.3778
France,Western Europe,2021,121490,"Other forage products, nes",21311.85,56527.2,0.377
Japan,East Asia,2021,121490,"Other forage products, nes",811313.27,2154090.0,0.3766
Senegal,Sub-Saharan Africa,2021,121490,"Other forage products, nes",5.54,14.946,0.3707
Finland,Western Europe,2021,121490,"Other forage products, nes",824.09,2396.73,0.3438
Morocco,North Africa,2021,121490,"Other forage products, nes",1018.45,3004.88,0.3389
South Korea,East Asia,2021,121490,"Other forage products, nes",333051.0,983064.0,0.3388
United States,North America,2021,121490,"Other forage products, nes",109261.44,329535.0,0.3316
Honduras,Central America and Caribbean,2021,121490,"Other forage products, nes",6.76,20.5,0.3298
Other Asia,Other Asia,2021,121490,"Other forage products, nes",84513.45,271005.0,0.3119
Ecuador,South America,2021,121490,"Other forage products, nes",79.17,256.02,0.3092
Armenia,Eastern Europe,2021,121490,"Other forage products, nes",159.89,526.085,0.3039
Suriname,South America,2021,121490,"Other forage products, nes",7.04,23.38,0.3011
Luxembourg,Western Europe,2021,121490,"Other forage products, nes",2188.18,7370.18,0.2969
Malta,Western Europe,2021,121490,"Other forage products, nes",4255.71,14345.6,0.2967
Qatar,Middle East,2021,121490,"Other forage products, nes",9682.51,32644.8,0.2966
Angola,Sub-Saharan Africa,2021,121490,"Other forage products, nes",28.57,101.182,0.2824
Netherlands,Western Europe,2021,121490,"Other forage products, nes",56457.35,199960.0,0.2823
Benin,Sub-Saharan Africa,2021,121490,"Other forage products, nes",0.39,1.392,0.2802
Kazakhstan,Eastern Europe,2021,121490,"Other forage products, nes",99.77,358.942,0.278
Spain,Western Europe,2021,121490,"Other forage products, nes",7903.47,28545.3,0.2769
Switzerland,Western Europe,2021,121490,"Other forage products, nes",56946.56,205874.0,0.2766
Norway,Western Europe,2021,121490,"Other forage products, nes",3665.82,13832.4,0.265
Bahrain,Middle East,2021,121490,"Other forage products, nes",546.51,2083.08,0.2624
Laos,Southeast Asia,2021,121490,"Other forage products, nes",107.37,431.105,0.2491
Portugal,Western Europe,2021,121490,"Other forage products, nes",8463.33,35552.0,0.2381
United Arab Emirates,Middle East,2021,121490,"Other forage products, nes",181439.3,808094.0,0.2245
Slovenia,Eastern Europe,2021,121490,"Other forage products, nes",443.0,1974.68,0.2243
East Timor,Southeast Asia,2021,121490,"Other forage products, nes",11.33,50.565,0.2241
Croatia,Eastern Europe,2021,121490,"Other forage products, nes",713.95,3202.67,0.2229
Belgium,Western Europe,2021,121490,"Other forage products, nes",20736.57,97264.0,0.2132
Rwanda,Sub-Saharan Africa,2021,121490,"Other forage products, nes",4.6,22.5,0.2044
Brazil,South America,2021,121490,"Other forage products, nes",212.89,1051.68,0.2024
Andorra,Western Europe,2021,121490,"Other forage products, nes",81.58,458.023,0.1781
Montenegro,Eastern Europe,2021,121490,"Other forage products, nes",176.02,992.576,0.1773
Namibia,Sub-Saharan Africa,2021,121490,"Other forage products, nes",79.75,474.122,0.1682
Bulgaria,Eastern Europe,2021,121490,"Other forage products, nes",1437.17,8984.65,0.16
Latvia,Eastern Europe,2021,121490,"Other forage products, nes",684.37,4416.12,0.155
Bolivia,South America,2021,121490,"Other forage products, nes",64.82,425.792,0.1522
Canada,North America,2021,121490,"Other forage products, nes",18006.51,118311.0,0.1522
Albania,Eastern Europe,2021,121490,"Other forage products, nes",9.87,66.8,0.1478
Turkey,Eastern Europe,2021,121490,"Other forage products, nes",126.14,872.684,0.1445
Tunisia,North Africa,2021,121490,"Other forage products, nes",3.75,26.007,0.1442
Eswatini,Sub-Saharan Africa,2021,121490,"Other forage products, nes",101.92,751.254,0.1357
Estonia,Eastern Europe,2021,121490,"Other forage products, nes",546.13,4213.51,0.1296
Paraguay,South America,2021,121490,"Other forage products, nes",47.31,404.35,0.117
Botswana,Sub-Saharan Africa,2021,121490,"Other forage products, nes",332.08,2856.87,0.1162
Mauritania,Sub-Saharan Africa,2021,121490,"Other forage products, nes",18.6,222.84,0.0835
Guatemala,Central America and Caribbean,2021,121490,"Other forage products, nes",0.73,12.001,0.0608
Kyrgyzstan,Eastern Europe,2021,121490,"Other forage products, nes",149.34,4264.57,0.035
"Congo, Dem. Rep.",Sub-Saharan Africa,2021,121490,"Other forage products, nes",0.79,30.0,0.0263
Malawi,Sub-Saharan Africa,2021,121490,"Other forage products, nes",0.29,30.0,0.0097
El Salvador,Central America and Caribbean,2020,121490,"Other forage products, nes",0.04,0.003,13.3333
Nicaragua,Central America and Caribbean,2020,121490,"Other forage products, nes",0.86,0.135,6.3704
Maldives,Central Asia,2020,121490,"Other forage products, nes",4.89,0.777,6.2934
Madagascar,Sub-Saharan Africa,2020,121490,"Other forage products, nes",2.15,0.364,5.9066
Chile,South America,2020,121490,"Other forage products, nes",42.16,8.181,5.1534
Seychelles,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.22,0.056,3.9286
Cote d'Ivoire,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.07,0.022,3.1818
Fiji,Oceania,2020,121490,"Other forage products, nes",0.21,0.07,3.0
Panama,Central America and Caribbean,2020,121490,"Other forage products, nes",49.66,20.316,2.4444
Peru,South America,2020,121490,"Other forage products, nes",30.09,14.239,2.1132
Czech Republic,Eastern Europe,2020,121490,"Other forage products, nes",1535.87,878.922,1.7474
St. Vincent and the Grenadines,Central America and Caribbean,2020,121490,"Other forage products, nes",0.64,0.414,1.5459
North Macedonia,Eastern Europe,2020,121490,"Other forage products, nes",5.39,3.56,1.514
Ireland,Western Europe,2020,121490,"Other forage products, nes",4191.76,2829.17,1.4816
Sao Tome and Principe,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.92,0.68,1.3529
South Africa,Sub-Saharan Africa,2020,121490,"Other forage products, nes",308.83,229.418,1.3461
Kyrgyzstan,Eastern Europe,2020,121490,"Other forage products, nes",168.35,131.5,1.2802
St. Lucia,Central America and Caribbean,2020,121490,"Other forage products, nes",72.29,57.413,1.2591
United Kingdom,Western Europe,2020,121490,"Other forage products, nes",9145.07,7304.75,1.2519
Bahamas,Central America and Caribbean,2020,121490,"Other forage products, nes",123.2,98.764,1.2474
Russia,Eastern Europe,2020,121490,"Other forage products, nes",628.93,520.597,1.2081
Angola,Sub-Saharan Africa,2020,121490,"Other forage products, nes",9.86,8.278,1.1911
Azerbaijan,Eastern Europe,2020,121490,"Other forage products, nes",1.37,1.17,1.1709
Cameroon,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.7,0.6,1.1667
Moldova,Eastern Europe,2020,121490,"Other forage products, nes",6.79,6.01,1.1298
Tunisia,North Africa,2020,121490,"Other forage products, nes",40.67,36.0,1.1297
Ukraine,Eastern Europe,2020,121490,"Other forage products, nes",33.87,31.196,1.0857
Mozambique,Sub-Saharan Africa,2020,121490,"Other forage products, nes",17.93,16.731,1.0717
Georgia,Eastern Europe,2020,121490,"Other forage products, nes",8.96,8.704,1.0294
Trinidad and Tobago,Central America and Caribbean,2020,121490,"Other forage products, nes",2.6,2.531,1.0273
Grenada,Central America and Caribbean,2020,121490,"Other forage products, nes",122.15,118.914,1.0272
Sweden,Western Europe,2020,121490,"Other forage products, nes",1260.22,1285.89,0.98
Antigua and Barbuda,Central America and Caribbean,2020,121490,"Other forage products, nes",22.12,22.648,0.9767
Brunei,Southeast Asia,2020,121490,"Other forage products, nes",578.76,621.408,0.9314
Kazakhstan,Eastern Europe,2020,121490,"Other forage products, nes",47.37,53.972,0.8777
Mauritania,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.2,0.25,0.8
Nepal,Central Asia,2020,121490,"Other forage products, nes",3.26,4.434,0.7352
Ethiopia,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.04,0.057,0.7018
French Polynesia,Oceania,2020,121490,"Other forage products, nes",77.85,111.674,0.6971
Bermuda,North America,2020,121490,"Other forage products, nes",218.64,318.951,0.6855
Barbados,Central America and Caribbean,2020,121490,"Other forage products, nes",8.57,13.32,0.6434
Malawi,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.05,0.08,0.625
Dominican Republic,Central America and Caribbean,2020,121490,"Other forage products, nes",41.16,66.104,0.6227
Poland,Eastern Europe,2020,121490,"Other forage products, nes",4528.34,7347.46,0.6163
Aruba,Central America and Caribbean,2020,121490,"Other forage products, nes",279.45,460.94,0.6063
Denmark,Western Europe,2020,121490,"Other forage products, nes",2602.02,4309.04,0.6039
Hong Kong (China),East Asia,2020,121490,"Other forage products, nes",2538.8,4387.59,0.5786
Curaçao,Central America and Caribbean,2020,121490,"Other forage products, nes",377.71,681.9,0.5539
Singapore,Southeast Asia,2020,121490,"Other forage products, nes",1444.29,2627.44,0.5497
Uzbekistan,Central Asia,2020,121490,"Other forage products, nes",0.07,0.13,0.5385
Rwanda,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.16,0.3,0.5333
Cape Verde,Sub-Saharan Africa,2020,121490,"Other forage products, nes",6.72,13.157,0.5108
Bulgaria,Eastern Europe,2020,121490,"Other forage products, nes",256.2,502.908,0.5094
European Union,Western Europe,2020,121490,"Other forage products, nes",14169.61,28017.2,0.5057
Slovakia,Eastern Europe,2020,121490,"Other forage products, nes",3353.34,6754.17,0.4965
Costa Rica,Central America and Caribbean,2020,121490,"Other forage products, nes",34.65,70.329,0.4927
Cuba,Central America and Caribbean,2020,121490,"Other forage products, nes",94.0,194.55,0.4832
Australia,Oceania,2020,121490,"Other forage products, nes",1757.29,3642.09,0.4825
Thailand,Southeast Asia,2020,121490,"Other forage products, nes",703.48,1464.12,0.4805
Serbia,Eastern Europe,2020,121490,"Other forage products, nes",133.86,279.298,0.4793
Guatemala,Central America and Caribbean,2020,121490,"Other forage products, nes",28.13,60.001,0.4688
Oman,Middle East,2020,121490,"Other forage products, nes",13554.29,29634.8,0.4574
Greece,Western Europe,2020,121490,"Other forage products, nes",573.34,1309.75,0.4377
Mauritius,Sub-Saharan Africa,2020,121490,"Other forage products, nes",588.53,1388.7,0.4238
Malaysia,Southeast Asia,2020,121490,"Other forage products, nes",1903.04,4528.46,0.4202
Belarus,Eastern Europe,2020,121490,"Other forage products, nes",357.8,857.265,0.4174
Bosnia and Herzegovina,Eastern Europe,2020,121490,"Other forage products, nes",21.05,50.557,0.4164
Austria,Western Europe,2020,121490,"Other forage products, nes",12853.06,31259.7,0.4112
Zambia,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.06,0.146,0.411
Saudi Arabia,Middle East,2020,121490,"Other forage products, nes",245754.19,602873.0,0.4076
Bahrain,Middle East,2020,121490,"Other forage products, nes",521.14,1294.97,0.4024
Indonesia,Southeast Asia,2020,121490,"Other forage products, nes",3297.78,8266.11,0.399
Latvia,Eastern Europe,2020,121490,"Other forage products, nes",4312.48,11095.1,0.3887
Armenia,Eastern Europe,2020,121490,"Other forage products, nes",18.4,47.717,0.3856
Papua New Guinea,Oceania,2020,121490,"Other forage products, nes",2.91,7.65,0.3804
Egypt,North Africa,2020,121490,"Other forage products, nes",12.45,32.751,0.3801
Palestine,Middle East,2020,121490,"Other forage products, nes",453.71,1193.74,0.3801
Philippines,Southeast Asia,2020,121490,"Other forage products, nes",2679.28,7049.41,0.3801
New Zealand,Oceania,2020,121490,"Other forage products, nes",57.22,150.556,0.3801
Cayman Islands,North America,2020,121490,"Other forage products, nes",55.02,144.775,0.38
Colombia,South America,2020,121490,"Other forage products, nes",118.68,314.0,0.378
Jordan,Middle East,2020,121490,"Other forage products, nes",2154.07,5832.04,0.3694
Israel,Middle East,2020,121490,"Other forage products, nes",247.0,668.742,0.3694
Vietnam,Southeast Asia,2020,121490,"Other forage products, nes",3193.03,8645.0,0.3693
Senegal,Sub-Saharan Africa,2020,121490,"Other forage products, nes",19.87,54.719,0.3631
Japan,East Asia,2020,121490,"Other forage products, nes",782752.49,2157300.0,0.3628
Italy,Western Europe,2020,121490,"Other forage products, nes",3248.16,9023.89,0.36
France,Western Europe,2020,121490,"Other forage products, nes",12745.35,35474.0,0.3593
China,East Asia,2020,121490,"Other forage products, nes",606812.75,1693630.0,0.3583
Estonia,Eastern Europe,2020,121490,"Other forage products, nes",421.39,1178.13,0.3577
Netherlands,Western Europe,2020,121490,"Other forage products, nes",52466.36,147553.0,0.3556
Kuwait,Middle East,2020,121490,"Other forage products, nes",11191.43,32013.9,0.3496
Germany,Western Europe,2020,121490,"Other forage products, nes",38675.07,111175.0,0.3479
United States,North America,2020,121490,"Other forage products, nes",85909.34,247458.0,0.3472
Iceland,Western Europe,2020,121490,"Other forage products, nes",763.82,2209.89,0.3456
Qatar,Middle East,2020,121490,"Other forage products, nes",14958.28,44232.2,0.3382
Finland,Western Europe,2020,121490,"Other forage products, nes",681.05,2020.01,0.3372
Norway,Western Europe,2020,121490,"Other forage products, nes",5064.72,15173.6,0.3338
Morocco,North Africa,2020,121490,"Other forage products, nes",1753.4,5286.83,0.3317
Ecuador,South America,2020,121490,"Other forage products, nes",130.38,394.935,0.3301
Sri Lanka,Central Asia,2020,121490,"Other forage products, nes",252.12,764.127,0.3299
South Korea,East Asia,2020,121490,"Other forage products, nes",316657.03,972166.0,0.3257
Hungary,Eastern Europe,2020,121490,"Other forage products, nes",1886.21,5862.44,0.3217
Romania,Eastern Europe,2020,121490,"Other forage products, nes",3286.18,10394.0,0.3162
Lithuania,Eastern Europe,2020,121490,"Other forage products, nes",1816.84,5815.7,0.3124
Lesotho,Sub-Saharan Africa,2020,121490,"Other forage products, nes",2648.82,8521.43,0.3108
India,Central Asia,2020,121490,"Other forage products, nes",65.0,215.12,0.3022
Cyprus,Western Europe,2020,121490,"Other forage products, nes",171.69,572.992,0.2996
Malta,Western Europe,2020,121490,"Other forage products, nes",3660.12,12287.3,0.2979
Suriname,South America,2020,121490,"Other forage products, nes",13.29,44.94,0.2957
Other Asia,Other Asia,2020,121490,"Other forage products, nes",80012.81,270945.0,0.2953
Benin,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.09,0.319,0.2821
Spain,Western Europe,2020,121490,"Other forage products, nes",6221.01,22781.9,0.2731
Turkey,Eastern Europe,2020,121490,"Other forage products, nes",734.62,2772.05,0.265
Switzerland,Western Europe,2020,121490,"Other forage products, nes",44854.79,172744.0,0.2597
Uruguay,South America,2020,121490,"Other forage products, nes",6.33,24.66,0.2567
Belgium,Western Europe,2020,121490,"Other forage products, nes",15135.31,61374.8,0.2466
Canada,North America,2020,121490,"Other forage products, nes",19323.52,79925.0,0.2418
Portugal,Western Europe,2020,121490,"Other forage products, nes",3637.32,15595.9,0.2332
Honduras,Central America and Caribbean,2020,121490,"Other forage products, nes",3.76,16.433,0.2288
United Arab Emirates,Middle East,2020,121490,"Other forage products, nes",107599.35,475614.0,0.2262
"Congo, Dem. Rep.",Sub-Saharan Africa,2020,121490,"Other forage products, nes",6.15,27.336,0.225
East Timor,Southeast Asia,2020,121490,"Other forage products, nes",19.04,86.087,0.2212
Laos,Southeast Asia,2020,121490,"Other forage products, nes",93.21,423.552,0.2201
Slovenia,Eastern Europe,2020,121490,"Other forage products, nes",304.08,1441.14,0.211
Croatia,Eastern Europe,2020,121490,"Other forage products, nes",564.03,2782.71,0.2027
Andorra,Western Europe,2020,121490,"Other forage products, nes",61.31,303.613,0.2019
Brazil,South America,2020,121490,"Other forage products, nes",189.18,952.17,0.1987
Lebanon,Middle East,2020,121490,"Other forage products, nes",1198.38,6344.2,0.1889
Luxembourg,Western Europe,2020,121490,"Other forage products, nes",2287.8,13090.0,0.1748
Bolivia,South America,2020,121490,"Other forage products, nes",48.33,303.56,0.1592
Botswana,Sub-Saharan Africa,2020,121490,"Other forage products, nes",291.52,1841.47,0.1583
Liberia,Sub-Saharan Africa,2020,121490,"Other forage products, nes",0.12,0.866,0.1386
